pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2205	An inflatable crocodile is being pushed by two kids in a pool	Two kids are pushing an inflatable crocodile in a pool	5	ENTAILMENT
2207	Two kids are pushing an inflatable crocodile in a pool	Two kids are pushing past a crocodile in an inflatable pool	3.2	NEUTRAL
2208	Two kids are playing in a swimming pool with a green colored crocodile float	An inflatable crocodile is being pushed by two kids in a pool	4.1	NEUTRAL
2210	Two kids are playing in a swimming pool with a green colored crocodile float	Two kids are pushing past a crocodile in an inflatable pool	4	NEUTRAL
2212	Two kids are pushing an inflatable crocodile in a pool	Two kids are taking out a green colored crocodile float from a swimming pool	4.2	NEUTRAL
2213	Two crocodiles are floating in a green colored swimming pool near some playing kids	Two kids are pushing an inflatable crocodile in a pool	3.9	NEUTRAL
2215	Someone is falling off the horse	Someone is falling off a horse	4.8	ENTAILMENT
2217	Someone is falling off a horse	A horse is falling on someone	2.9	NEUTRAL
2218	The man is abruptly knocked off of a horse	The man is being knocked off of a horse	4.3	ENTAILMENT
2222	The man is being knocked off of a horse	Someone is falling off the horse	3.9	ENTAILMENT
2226	A woman is tapping her fingers nervously	A woman is tapping her fingers	4.6	ENTAILMENT
2228	A woman is tapping her fingers on a desk	A woman is tapping her fingers on a table	4.2	ENTAILMENT
2232	A woman is tapping her fingers on a table	A woman is tapping her fingers nervously	4.4	NEUTRAL
2233	There is no woman tapping her fingers	A woman is tapping her fingers on a table	3.8	CONTRADICTION
2234	A woman is tapping her fingers on a table	A woman is tapping her fingers	4.7	ENTAILMENT
2235	A dog is pushing a toddler into a rain puddle	A dog is pushing a toddler into a puddle of rain	4.9	ENTAILMENT
2236	A dog is pushing a toddler into a rain puddle	A dog is pulling a toddler out of a rain puddle	3.5	NEUTRAL
2238	The dog is not knocking the boy into the water	The dog is knocking a boy into the water	3.7	CONTRADICTION
2239	A boy is knocking a dog with a bottle of water	The dog is knocking a boy into the water	2.85	NEUTRAL
2240	A dog is pushing a toddler into a rain puddle	A boy is being knocked into the water by the dog	4	NEUTRAL
2242	A dog is pushing a toddler into a rain puddle	A boy is knocking a dog with a bottle of water	2.1	NEUTRAL
2243	A dog is pushing a toddler into a puddle of rain	The dog is knocking a boy into the water	3.9	ENTAILMENT
2247	There is no man eating a bowl of cereal	A man is eating a bowl of cereal	4	CONTRADICTION
2250	A man is eating a bowl of cereal	Cereal is being eaten by the man	4.8	ENTAILMENT
2251	There is no man eating cereal	A man is eating a bowl of cereal	4	CONTRADICTION
2252	A man is hungrily eating a bowl of cereal	The man is eating cereal	4.7	ENTAILMENT
2253	The man is eating cereal	There is no man eating a bowl of cereal	3.7	CONTRADICTION
2259	The person is playing the flute	A man is playing the guitar	2.6	NEUTRAL
2260	A man is playing the guitar	The man in not playing the flute	3.065	NEUTRAL
2261	A man is strumming the guitar	The man is playing the flute	2.5	NEUTRAL
2263	The man is playing the flute	A man is playing the guitar	2.9	NEUTRAL
2266	The woman is adding sugar to the meat slowly	The woman is adding sugar to the meat	4.55	ENTAILMENT
2272	The woman is adding sugar to the meat	A woman is adding spices to some meat	3.9	ENTAILMENT
2274	A dog is biting a can	A dog is dropping a can	3.3	NEUTRAL
2275	A dog is opening a can of food	A dog is opening a jar of food	4.3	NEUTRAL
2277	A dog is biting a can	A dog is opening a jar of food	3.4	NEUTRAL
2281	A dog is opening a can of food	A dog is biting a can	3.3	ENTAILMENT
2282	A cat is playing with a watermelon	One cat is playing with a watermelon	4.9	ENTAILMENT
2287	A cat is playing with a watermelon	The cat isn't playing with a watermelon	3.7	CONTRADICTION
2288	One cat is playing with a watermelon	The cat is playing with a watermelon	5	ENTAILMENT
2289	The cat is playing with a watermelon	There is no cat playing with a watermelon	3.4	CONTRADICTION
2291	The boy is playing a guitar	A boy is playing a guitar	4.8	ENTAILMENT
2297	The boy is playing a guitar	A kid is playing a guitar	4.5	ENTAILMENT
2299	A boy is playing a guitar	A kid is playing a guitar	4.8	ENTAILMENT
2302	The woman is waterskiing fearlessly	The woman is waterskiing	4.5	ENTAILMENT
2303	The woman is waterskiing	The woman is not waterskiing	4.1	CONTRADICTION
2304	A woman is wakeboarding on a lake	The woman is waterskiing fearlessly	3.4	NEUTRAL
2305	A woman is wakeboarding on a lake	The woman is not waterskiing	3.6	CONTRADICTION
2307	The woman is waterskiing	A woman is watching the lake	3.5	NEUTRAL
2308	The woman is waterskiing	A woman is wakeboarding on a lake	3.6	NEUTRAL
2309	Someone is banging the lens of a camera against a nail	Someone is banging a camera lens against a nail	4.9	ENTAILMENT
2310	Someone is banging a camera lens against a nail	There is no one banging a camera lens against a nail	3.3	CONTRADICTION
2311	Someone is nailing a camera lens with loud bangs	Someone is banging a camera lens against a nail	4.1	NEUTRAL
2314	The man is hammering a nail with a camera	The camera man is nailing a hammer to the wall	3.1	NEUTRAL
2315	Someone is banging a camera lens against a nail	A camera is being hammered onto the nail by the man	3.535	NEUTRAL
2316	Someone is banging a camera lens against a nail	The man is not hammering a nail with a camera	3.6	CONTRADICTION
2317	The camera man is nailing a hammer to the wall	Someone is banging a camera lens against a nail	2.3	NEUTRAL
2318	Someone is banging the lens of a camera against a nail	The man is hammering a nail with a camera	4.5	ENTAILMENT
2319	There is no one banging a camera lens against a nail	The man is hammering a nail with a camera	4.2	NEUTRAL
2322	A person is slicing an onion	A person is cutting an onion	4.8	ENTAILMENT
2327	A person is eating a cut onion	A person is cutting an onion	3.6	NEUTRAL
2329	There is no person cutting an onion	A person is cutting an onion	4	CONTRADICTION
2330	A person is cutting an onion	A person is eating a cut onion	3.4	NEUTRAL
2332	A person is wrapping up an onion	A person is cutting an onion	3.5	NEUTRAL
2333	A person near an onion has a cut	A person is cutting an onion	3.2	NEUTRAL
2338	The oriental lady is cutting a carrot into thin pieces	The oriental lady is not cutting a carrot into thin pieces	4.1	CONTRADICTION
2339	A thin lady is piecing together oriental carrot cuts	The oriental lady is cutting a carrot into thin pieces	3.1	NEUTRAL
2340	The oriental lady is cutting a carrot into pieces that are thin	A woman is slicing a carrot	4	ENTAILMENT
2341	The oriental lady is not cutting a carrot into thin pieces	A woman is slicing a carrot	2.7	NEUTRAL
2344	There is no woman slicing a carrot	The oriental lady is cutting a carrot into thin pieces	2.4	CONTRADICTION
2348	A man is pouring a plate of shredded cheese into a pot of sauce	A man is pouring a pot of cheese sauce into a shredded plate	3	NEUTRAL
2350	The lady is adding cheese to the sauce	The woman is removing cheese from the sauce	3.4	CONTRADICTION
2351	A man is pouring a plate of shredded cheese into a pot of sauce	The woman is adding cheese to the sauce	2.6	NEUTRAL
2352	A man is pouring a plate of shredded cheese into a pot of sauce	The woman is removing cheese from the sauce	2.6	NEUTRAL
2358	A person is burning some cameras with a blow torch	A person is repairing some cameras with a blow torch	3.6	NEUTRAL
2359	A person by some cameras is blowing on a burning torch	A person is burning some cameras with a blow torch	3.3	NEUTRAL
2360	The tall person is setting fire to the cameras	The person is setting fire to the cameras	4.5	ENTAILMENT
2363	There is no person setting fire to the cameras	A person is burning some cameras with a blow torch	3.9	CONTRADICTION
2365	The person is setting fire to the cameras	A person is repairing some cameras with a blow torch	3.1	NEUTRAL
2368	A man is playing the guitar	One man is playing the guitar	4.9	ENTAILMENT
2369	A man is playing the guitar	There is no man playing the guitar	3.4	CONTRADICTION
2374	The man is playing an acoustic guitar	One man is playing the guitar	4.1	ENTAILMENT
2375	The man is playing an acoustic guitar	There is no man playing the guitar	4.2	CONTRADICTION
2377	A person is cutting an onion into pieces	A person is dicing an onion	4.7	ENTAILMENT
2381	A carrot is being sliced into pieces by a person	A person is cutting an onion into pieces	3.2	NEUTRAL
2383	A person is slicing a carrot into pieces	A person is dicing an onion	2.9	NEUTRAL
2386	The man is slicing a potato	The person is carefully slicing a potato	4.2	NEUTRAL
2388	The man is cooking slices of potato	The man is slicing a potato	3.7	NEUTRAL
2391	The man is slicing a potato	The person is slicing the potato	4.6	ENTAILMENT
2397	Somebody is cutting a tomato	Someone is cutting a tomato	5	ENTAILMENT
2400	The woman is holding a whole tomato	The lady is slicing a tomato	3.7	NEUTRAL
2401	The woman is slicing a tomato	Someone is cutting a tomato	4.5	ENTAILMENT
2407	A man is cleaning a dish	A man is preparing some dish	3.2	NEUTRAL
2409	The woman is not slicing an onion with a knife	The woman is slicing an onion with a knife	3.3	CONTRADICTION
2413	A man is cleaning a dish	The woman is slicing an onion with a knife	1.4	NEUTRAL
2414	The woman is slicing an onion with a knife	A man is preparing some dish	2.2	NEUTRAL
2415	Some runners are competing in a race	Runners are competing in a race	4.9	ENTAILMENT
2422	Some runners are competing in a race	The runners are racing around a track	3.835	NEUTRAL
2423	The runners are racing around a track	Runners are not taking part in the race	3.8	CONTRADICTION
2426	A man is racing	A man is running	4.1	NEUTRAL
2429	There is no man running down the road	A man is running down the road	3.4	CONTRADICTION
2431	A man is running	There is no man running down the road	3.6	NEUTRAL
2436	A man is idling	A man is playing the keyboard with his nose	1.8	NEUTRAL
2438	The man is funnily playing the piano with his nose	The man is playing the piano with his nose	4.6	ENTAILMENT
2440	The man is funnily playing the piano with his nose	A man is playing the keyboard with his nose	4.7	ENTAILMENT
2441	There is no man playing the piano with his nose	A man is playing the keyboard with his nose	2.9	CONTRADICTION
2445	The man is playing the piano with his nose	A man is playing the keyboard with his nose	4.5	ENTAILMENT
2447	A baby rhino is shunning an adult rhino	A baby rhino is following an adult rhino	3.5	CONTRADICTION
2450	A baby rhino is walking around a pen with its mother	A baby rhino and its mother are standing in a pen	3.6	NEUTRAL
2455	A baby rhino is walking around a pen with its mother	A rhino, which is little, is following an adult rhino	4.2	ENTAILMENT
2456	A baby rhino is shunning an adult rhino	A baby rhino is walking around a pen with its mother	3.215	NEUTRAL
2457	A baby rhino is walking around a pen with its mother	A baby and an adult are being followed by a rhino	2.8	NEUTRAL
2458	A baby rhino is walking around a pen with its mother	A baby rhino is following an adult rhino	4.1	ENTAILMENT
2459	A man is riding a motorbike	A man is riding a motorcycle	5	ENTAILMENT
2465	A man is riding a motorcycle through the town	A man is riding a motorbike	4.6	ENTAILMENT
2466	A man is riding a motorcycle through the town	A man is getting off the motorcycle	2.865	NEUTRAL
2467	A man is riding a motorcycle through the town	A man is riding a motorcycle	4.4	ENTAILMENT
2472	Some persons are singing	A group of people is singing	4.8	ENTAILMENT
2474	Some people are singing	A few people are singing	4.7	ENTAILMENT
2486	One man is dancing	A man is dancing	4.6	ENTAILMENT
2491	A man is dancing	A man is silent	2.3	NEUTRAL
2494	A man is dancing	A man is speaking	1.7	NEUTRAL
2495	A man is carefully climbing a rope	A man is climbing a rope	4.5	ENTAILMENT
2496	A man is untying a rope	A man is climbing a rope	3.15	NEUTRAL
2497	A man is being roped before a climb	A man is climbing a rope	3.1	NEUTRAL
2499	There is no panda climbing	A panda is climbing	3.3	CONTRADICTION
2500	One panda is climbing	A man is climbing a rope	1.6	NEUTRAL
2505	A panda is climbing	A man is climbing a rope	1.6	NEUTRAL
2506	A woman is dancing beautifully in a cage	A woman is dancing in a cage	4.8	ENTAILMENT
2508	A woman is being caged for the dance	A woman is dancing in a cage	3.9	NEUTRAL
2509	The woman is dancing	The lady is dancing	5	ENTAILMENT
2510	The woman is dancing	The woman is not dancing	3.8	CONTRADICTION
2514	There is no woman dancing in a cage	The woman is dancing	3.4	NEUTRAL
2515	A woman is being caged for the dance	The woman is dancing	3.3	NEUTRAL
2518	Four people are floating on a raft	Nobody is floating on a raft	4.15	CONTRADICTION
2521	People are riding and paddling a raft	People are paddling near a raft that is being ridden	4	NEUTRAL
2529	A cat is eating corn on the cob	There is no cat eating corn on the cob	3.8	CONTRADICTION
2530	A cat is eating some corn	The cat is eating some corn	5	ENTAILMENT
2538	Someone is slicing a tomato	Nobody is slicing a tomato	3.9	CONTRADICTION
2539	The person is quickly slicing a vegetable	The person is slicing a vegetable	4.6	ENTAILMENT
2540	The person isn't slicing a vegetable	The person is slicing a vegetable	4.085	CONTRADICTION
2543	Someone is cutting a tomato	The person is slicing a vegetable	4.6	ENTAILMENT
2545	Someone is slicing a tomato	The person is slicing a vegetable	4.1	ENTAILMENT
2549	There is no little girl playing the piano	A little girl is playing the piano	3.5	CONTRADICTION
2551	There is no little girl playing the piano	A little girl is playing a grand piano on stage	2.6	CONTRADICTION
2553	A little girl is playing the piano	There is no little girl playing a grand piano on stage	3.6	NEUTRAL
2554	A little girl is playing a grand piano on stage	A little girl is playing the piano	4.4	ENTAILMENT
2555	A man is playing the guitar	A man is playing a guitar	4.9	ENTAILMENT
2561	A man is playing the guitar	Someone is playing the guitar	4.6	ENTAILMENT
2569	The man is dancing	Three women are standing still	1.7	NEUTRAL
2572	The man is dancing	Three women are dancing	2.8	NEUTRAL
2574	There is no man playing a bamboo flute	A man is playing a bamboo flute	4	CONTRADICTION
2577	A man is playing a bamboo flute	A flute is being played by the man	4.3	ENTAILMENT
2578	A man is playing a bamboo flute	The man is not playing a flute	3.5	CONTRADICTION
2579	A man is playing a flute made of bamboo	The man is playing a flute	4.1	ENTAILMENT
2582	A person is absently cutting mushrooms with a knife	A person is cutting mushrooms with a knife	3.7	ENTAILMENT
2583	A person is cutting mushrooms with a knife	A person is putting away the mushrooms	3.3	NEUTRAL
2588	A person is absently cutting mushrooms with a knife	A person is cutting some mushrooms	4.2	ENTAILMENT
2589	A person is cutting some mushrooms	A person is putting away the mushrooms	3.5	NEUTRAL
2590	A person is cutting mushrooms with a knife	A person is cutting some mushrooms	4.8	ENTAILMENT
2591	A tiger is pacing around a cage	A tiger is walking around a cage	4.8	ENTAILMENT
2592	A tiger is walking outside a cage	A tiger is walking around a cage	4.4	ENTAILMENT
2593	A tiger is walking around with no aim	A tiger is walking around aimlessly	3.965	ENTAILMENT
2594	A tiger is walking around aimlessly	A tiger is sitting	3.4	NEUTRAL
2596	A tiger is walking around with no aim	A tiger is walking around a cage	3.8	NEUTRAL
2597	A tiger is sitting	A tiger is walking around a cage	2.9	NEUTRAL
2599	A tiger is walking around aimlessly	A tiger is pacing around a cage	4.4	NEUTRAL
2601	A tiger is walking around aimlessly	A tiger is walking around a cage	3.9	NEUTRAL
2602	A monkey is brushing the dog	The monkey is brushing the dog	5	ENTAILMENT
2608	A monkey is brushing the dog	The monkey is not brushing a bull dog	3.2	CONTRADICTION
2615	The lady is dicing onions	The woman is dicing onions	5	ENTAILMENT
2619	The woman is dicing onions	A woman is swiftly cutting an onion	4.5	NEUTRAL
2622	A man is wearing a hard hat and dancing	A man is wearing a hat which is hard and is dancing	4.9	ENTAILMENT
2623	A man is wearing a hard hat and dancing	A man is naked and standing still	1.9	NEUTRAL
2625	A man with a hard hat is dancing	The man with a hard hat is dancing	4.9	ENTAILMENT
2626	There is no man with a hard hat dancing	A man with a hard hat is dancing	3.9	CONTRADICTION
2627	The man with a hard hat is dancing	A man is wearing a hard hat and dancing	5	ENTAILMENT
2628	A man is wearing a hard hat and dancing	There is no man with a hard hat dancing	3.6	CONTRADICTION
2630	A man is naked and standing still	A man with a hard hat is dancing	1.6	NEUTRAL
2632	A man is wearing a hard hat and dancing	A man with a hard hat is dancing	4.7	ENTAILMENT
2634	Two boys are studying	Two boys are playing a video game	2.6	NEUTRAL
2636	Two boys on a couch are reading a book	Two boys on a couch are playing video games	3	NEUTRAL
2637	Video games of two playing boys are on a couch	Two boys on a couch are playing video games	3.9	NEUTRAL
2638	Two boys on a couch are playing games on the TV	Two boys are playing a video game	4	ENTAILMENT
2640	Video games of two playing boys are on a couch	Two boys are playing a video game	2.9	NEUTRAL
2643	Two boys on a couch are playing video games	Two boys are playing a video game	4.3	ENTAILMENT
2650	The man is slicing vegetables	A woman is cutting a potato	3	NEUTRAL
2651	The man is slicing vegetables	There is no woman slicing a potato	2.5	NEUTRAL
2654	The lady is cracking an egg for the mixer	The lady isn't cracking an egg for the mixer	2.9	CONTRADICTION
2655	The lady is carefully slicing up the meat	The lady is slicing up the meat	4.3	ENTAILMENT
2656	The lady is slicing up the meat	The lady isn't slicing up the meat	4.1	CONTRADICTION
2657	The lady is eating slices of meat	The lady is slicing up the meat	3.4	NEUTRAL
2660	The lady is cracking an egg for the mixer	The lady is eating slices of meat	1.7	NEUTRAL
2664	Some ferrets are climbing down from a shelf	Ferrets are climbing down from a shelf	4.9	ENTAILMENT
2666	A few ferrets are climbing out of the cage	Several ferrets are climbing out of the cage	4.8	ENTAILMENT
2670	Some ferrets are climbing down from a shelf	Several ferrets are climbing out of the cage	3.7	NEUTRAL
2672	Ferrets are climbing down from a shelf	Several ferrets are climbing out of the cage	3.5	NEUTRAL
2673	A man is getting into an automobile	A man is getting into a car	4.8	ENTAILMENT
2675	A man is hurriedly getting into a car in a garage	A man is getting into a car in a garage	4.7	ENTAILMENT
2680	A man is getting a garage for the car	A man is getting into a car	2.7	NEUTRAL
2682	A man is getting into a car in a garage	A man is getting off the car	3	NEUTRAL
2684	A person is cutting a capsicum into pieces	A capsicum is being cut into pieces by a person	4.9	ENTAILMENT
2688	A person is cutting a capsicum into pieces	One person is slicing a clove of garlic into pieces	3.5	NEUTRAL
2689	A person is cutting a capsicum into pieces	The person is not slicing a clove of garlic into pieces	3.5	ENTAILMENT
2691	Nobody is cutting a capsicum into pieces	The person is slicing a clove of garlic into pieces	3.1	NEUTRAL
2692	The person is slicing a clove of garlic into pieces	A person is cutting a capsicum into pieces	3.1	NEUTRAL
2696	There is no man singing and playing the guitar	The man is singing and playing the guitar	4	CONTRADICTION
2701	The man is singing and playing the guitar	A man is playing a guitar	4.3	ENTAILMENT
2702	The person is boiling noodles	A person is boiling noodles	5	ENTAILMENT
2703	A person is boiling noodles	There is no person boiling noodles	3.8	CONTRADICTION
2705	A woman is drying noodles	A woman is boiling noodles in water	3.3	NEUTRAL
2707	A woman is drying noodles	A person is boiling noodles	3.4	NEUTRAL
2708	A woman is boiling noodles in water	The person is boiling noodles	4.6	ENTAILMENT
2709	There is no person boiling noodles	A woman is boiling noodles in water	2.9	CONTRADICTION
2710	A woman is boiling noodles in water	A person is boiling noodles	4.3	ENTAILMENT
2711	A karate practitioner is kicking at another man who is wearing protective boxing gloves	A karate practitioner is kicking at another man who is wearing protective gloves for boxing	4.8	ENTAILMENT
2713	The man is clumsily kick boxing with a trainer	The man is kick boxing with a trainer	4.5	ENTAILMENT
2714	The man is not kick boxing with a trainer	The man is kick boxing with a trainer	3.7	CONTRADICTION
2715	The man is kicking a boxing trainer	The man is kick boxing with a trainer	3.65	ENTAILMENT
2716	The man is clumsily kick boxing with a trainer	A karate practitioner is kicking at another man who is wearing protective boxing gloves	2.8	NEUTRAL
2718	The man is kicking a boxing trainer	A karate practitioner is kicking at another man who is wearing protective boxing gloves	4.2	NEUTRAL
2724	A woman on a boulder is lying on a blanket and reading a book	A woman on a rock is lying on a blanket and reading a book	4.615	ENTAILMENT
2728	A seated woman is singing a song and playing the guitar	A woman on a rock is standing and looking around	1.7	NEUTRAL
2730	A woman on a rock is lying on a blanket and reading a book	A woman, who is seated, is singing a song and playing the guitar	1.8	NEUTRAL
2731	A woman on a rock is lying on a blanket and reading a book	There is no seated woman singing a song and playing the guitar	2.1	NEUTRAL
2734	A man is packing away an acoustic guitar	A man is playing an acoustic guitar	3.6	NEUTRAL
2735	The woman is playing a guitar which is electric	The woman is playing an electric guitar	4.8	ENTAILMENT
2739	The woman is playing an electric guitar	A man is playing a guitar that is acoustic	3.5	NEUTRAL
2741	The woman is playing an electric guitar	A man is playing an acoustic guitar	3.6	NEUTRAL
2744	The woman is cracking eggs into a bowl	Eggs are being cracked into a bowl by the woman	5	ENTAILMENT
2748	The lady is breaking eggs that are raw into a bowl	The woman is cracking eggs into a bowl	4.4	ENTAILMENT
2751	A soccer player is scoring a goal	A player of soccer is scoring a goal	4.7	ENTAILMENT
2752	A soccer player is scoring a goal	A soccer player is missing a goal	4.1	NEUTRAL
2754	Soccer players are kicking a soccer ball into the goal	There are no soccer players kicking a soccer ball into the goal	3	CONTRADICTION
2755	Some people who play soccer are kicking a soccer ball into the goal	A soccer player is scoring a goal	4.1	NEUTRAL
2756	A soccer player is scoring a goal	There are no soccer players kicking a soccer ball into the goal	2.9	CONTRADICTION
2757	A player of soccer is scoring a goal	Soccer players are kicking a soccer ball into the goal	4.3	ENTAILMENT
2758	Soccer players are kicking a soccer ball into the goal	A soccer player is missing a goal	3.1	NEUTRAL
2761	A man and a woman are eating	A man and a woman are not eating	3.3	CONTRADICTION
2763	A man and woman are talking	A man and a woman are silent	3.4	CONTRADICTION
2764	A man and a woman are eating	A man and a woman are having a conversation	2.8	NEUTRAL
2765	A man and a woman are silent	A man and a woman are eating	3.3	NEUTRAL
2768	A man and a woman are eating	A man and woman are talking	3.4	NEUTRAL
2770	There is no person pouring olive oil into a pot on the stove	A person is pouring olive oil into a pot on the stove	3.6	CONTRADICTION
2774	A person is pouring olive oil into a pot on the stove	A person is pouring oil for cooking into a pot	4.3	ENTAILMENT
2775	A person is cleaning a pot of cooking oil	A person is pouring olive oil into a pot on the stove	3.1	NEUTRAL
2776	A person is pouring oil made with olives into a pot on the stove	A person is pouring cooking oil into a pot	4.2	ENTAILMENT
2777	There is no person pouring olive oil into a pot on the stove	A person is pouring cooking oil into a pot	3.8	NEUTRAL
2778	A person is pouring cooking oil into a pot	A person is pouring olive oil into the stove from a pot	3.9	NEUTRAL
2779	A person is pouring olive oil into a pot on the stove	A person is pouring cooking oil into a pot	4.2	ENTAILMENT
2783	The woman is not walking the dog	The woman is walking the dog	3.8	CONTRADICTION
2784	A woman is walking the dog down the street	The dog is being walked by the woman	4.715	ENTAILMENT
2787	The woman is walking the dog	A woman is restraining the dog	3.6	NEUTRAL
2788	A woman is walking the dog down the street	The woman is walking the dog	4.4	ENTAILMENT
2789	A guinea pig is devouring a carrot	A guinea pig is eating a carrot	5	ENTAILMENT
2792	A small guinea pig is gnawing and eating a piece of carrot on the floor	There is no small guinea pig gnawing and eating a piece of carrot on the floor	3.2	CONTRADICTION
2797	A small guinea pig is gnawing and eating a piece of carrot on the floor	A guinea pig is eating a carrot	4.6	ENTAILMENT
2799	A man is slicing a carrot with a knife	A man is putting away a carrot	2.8	NEUTRAL
2800	The woman is slicing an onion	An onion is being sliced by the woman	5	ENTAILMENT
2802	An onion is being sliced by the woman	A man is slicing a carrot with a knife	3.2	NEUTRAL
2803	A man is slicing a carrot with a knife	The woman is not slicing an onion	2.7	NEUTRAL
2807	The plane is landing	A plane is landing	4.9	ENTAILMENT
2809	A cartoon airplane is landing	An animated airplane is landing	4.7	ENTAILMENT
2811	A cartoon airplane is landing	A plane is landing	4.3	ENTAILMENT
2813	An animated airplane is landing	The plane is landing	4.1	ENTAILMENT
2815	An animated airplane is landing	A plane is landing	4.4	ENTAILMENT
2817	A woman is preparing an egg in a skillet	There is no woman preparing an egg in a skillet	3.6	CONTRADICTION
2818	A woman is preparing a skillet for the eggs	A woman is preparing an egg in a skillet	3.7	NEUTRAL
2821	A woman is carefully pouring a mixture into a bowl and mixing it	A woman is preparing an egg in a skillet	2.4	NEUTRAL
2827	The girl is using an eye pencil on her eyelid	The girl is using a pencil for the eyes on her eyelid	4.9	ENTAILMENT
2828	The girl is using an eye pencil on her eyelid	The girl is not using an eye pencil on her eyelid	3.7	CONTRADICTION
2837	There is no girl playing the piano	A girl is playing the piano	3.8	CONTRADICTION
2838	A girl, who is little, is playing a grand piano on stage	A little girl is playing a grand piano on stage	4.8	ENTAILMENT
2839	A little girl is playing a grand piano on stage	A little girl is walking off the stage	3	NEUTRAL
2844	A little girl is playing a grand piano on stage	A girl is playing the piano	4.3	ENTAILMENT
2845	The woman is cooking eggs	A woman is cooking eggs	5	ENTAILMENT
2850	The woman is not cooking something	A woman is cooking eggs	4.2	CONTRADICTION
2851	The woman is cooking eggs	The woman is cooking something	4.4	ENTAILMENT
2853	A woman is cooking eggs	The woman is cooking something	4.2	ENTAILMENT
2854	Some cats are playing with each other	The cats are playing with each other	4.8	ENTAILMENT
2856	Two cats are playfully fighting each other	Two cats are fighting each other	4.4	ENTAILMENT
2857	Two cats are lying together	Two cats are fighting each other	3	NEUTRAL
2860	Some cats are playing with each other	Two cats are fighting each other	2.9	NEUTRAL
2861	The cats are not playing with each other	Two cats are fighting each other	3.6	NEUTRAL
2862	Two cats are fighting each other	The cats are playing with each other	3.435	NEUTRAL
2863	Two bikes are being ridden by two people	Two people are riding a bike	4.6	ENTAILMENT
2864	Nobody is riding a bike	Two people are riding a bike	4.3	CONTRADICTION
2865	Two people are riding a motorcycle	Two people are driving a motorcycle	4.5	ENTAILMENT
2867	Two people are riding a bike	Two people are driving a motorcycle	3.7	NEUTRAL
2868	Two people are stopping on a motorcycle	Two people are riding a bike	2.9	ENTAILMENT
2870	Two people are riding a motorcycle	Nobody is riding a bike	2.5	NEUTRAL
2874	The man is riding a mechanical bull	The man is riding a bull which is mechanical	4.8	ENTAILMENT
2875	The man is not riding a mechanical bull	The man is riding a mechanical bull	3.3	CONTRADICTION
2879	There is no man riding a mechanical bull	The man is riding a mechanical bull	3.5	CONTRADICTION
2881	A woman is skillfully playing a flute	A woman is playing a flute	4.3	ENTAILMENT
2883	The woman is playing the flute	The flute is being played by the woman	4.9	ENTAILMENT
2890	The man is lifting barbells	A man is lifting barbells	4.9	ENTAILMENT
2891	The man is lifting barbells	The man is lowering barbells	4	NEUTRAL
2894	The man is lifting barbells	Weights are being lifted by the man	4.4	ENTAILMENT
2896	A man is lifting barbells	The man is lifting weights	4.6	ENTAILMENT
2899	A man is chopping down a tree with an axe	A person is chopping down a tree with an axe	4.6	ENTAILMENT
2900	A man is chopping down a tree with an axe	A person is planting a tree	2.8	NEUTRAL
2903	A tree is being cut by a man with an axe	A man is chopping down a tree with an axe	4.7	ENTAILMENT
2905	A man is cutting a tree with an axe	A person is chopping down a tree with an axe	4.6	ENTAILMENT
2907	A man is cutting a tree with an axe	A man is chopping down a tree with an axe	4.7	ENTAILMENT
2908	A girl is applying makeup to her face	The girl is applying makeup to her face	4.9	ENTAILMENT
2909	A girl is applying makeup to her face	There is no girl applying makeup to her face	4.3	CONTRADICTION
2910	A lady is putting on makeup	A woman is putting on makeup	5	ENTAILMENT
2913	A girl is applying makeup to her face	There is no woman putting on makeup	3.1	CONTRADICTION
2915	There is no girl applying makeup to her face	A woman is putting on makeup	4	NEUTRAL
2916	A girl is applying makeup to her face	A woman is putting on makeup	3.5	NEUTRAL
2917	A herd of deer is crossing the street	One herd of deer is crossing the street	4.8	ENTAILMENT
2918	A herd of deer is crossing the street	A herd of deer is stopping at the street	3	NEUTRAL
2919	The herd of caribous is crossing a road quickly	The herd of caribous is crossing a road	4.2	ENTAILMENT
2920	The herd of caribous is crossing a road	The herd of caribous is not crossing a road	3.4	CONTRADICTION
2924	The herd of caribous is crossing a road	A herd of deer is stopping at the street	2.8	NEUTRAL
2926	A woman is slicing an onion	An onion is being sliced by a woman	4.9	ENTAILMENT
2927	There is no woman slicing an onion	A woman is slicing an onion	3.1	CONTRADICTION
2930	The woman is dicing a carrot	A woman is slicing an onion	2.5	NEUTRAL
2933	The woman is cutting a carrot	There is no woman slicing an onion	2.9	NEUTRAL
2935	Two men are fighting in a cattle pen	Two men are fighting in a pen for cattle	4.6	ENTAILMENT
2937	Two men are fighting in a cow pasture	Two men are fighting in a pasture for cows	4.9	ENTAILMENT
2938	Two men are fighting in a cow pasture	Nobody is fighting in a cow pasture	3.7	CONTRADICTION
2939	Two men are fighting in a cow pasture	Two cows are fighting in a pasture by a man	3.2	NEUTRAL
2941	Two men are fighting in a cattle pen	Nobody is fighting in a cow pasture	3.3	NEUTRAL
2943	Two men are fighting in a cow pasture	Two men are fighting in a pen for cattle	3.8	NEUTRAL
2945	Two men are fighting in a cow pasture	Two men are fighting in a cattle pen	4	NEUTRAL
