qtext,label,atext
Will the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"Since 1991 , almost every championship team has had one or two : the Chicago Bulls ( Michael Jordan ) , the Houston Rockets ( Hakeem Olajuwon ) , the San Antonio Spurs ( Tim Duncan ) , the Los Angeles Lakers ( Shaquille O Neal and Kobe Bryant ) , the Boston Celtics ( Paul Pierce and Kevin Garnett ) ."
Will the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Will the San Antonio Spurs win the NBA championship quarter-finals ?,1,"Now that it s over , we can be honest : the first round of the NBA playoffs was something of a bust , salvaged only by the instant classic seven-game series played between the Los Angeles Clippers and the San Antonio Spurs ."
Will the San Antonio Spurs win the NBA championship quarter-finals ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,Defending champion San Antonio Spurs and the rapidly rebuilt Cleveland Cavaliers are two obvious contenders for the NBA championship ; roundup of other teams who are just a step or two below the powerhouses described .
Will the San Antonio Spurs qualify for the NBA championship ?,1,Tim Duncan confirmed Thursday he ' ll return for a 19th season with the San Antonio Spurs to chase his sixth NBA championship ring .
Will the San Antonio Spurs qualify for the NBA championship ?,1,"Grade : B Patty Mills ( San Antonio Spurs ) In the space of three weeks last June July , Mills went from the ecstasy of earning an NBA championship ring to the agony of facing an extended spell on the sidelines to repair a torn rotator cuff ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,You ve been off since you won the NBA finals with the San Antonio Spurs in June so you ve had the whole summer off .
Will the San Antonio Spurs qualify for the NBA championship ?,1,"We at 5 Things welcome you all , but if you had the Cleveland Cavaliers facing the San Antonio Spurs in the NBA Finals the start of the season has not done you any favors ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,"Popovich has won five championships with the Spurs , and was a Ray Allen three away from winning six NBA Finals in six opportunities ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,"With the Cavs finding their feet after a stuttering start and James still working to bring his new team-mates up to speed , the quality of the action is likely to be significantly eclipsed by a mouth-watering Christmas Day undercard in the West as Oklahoma City takes on the defending NBA champion San Antonio Spurs ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,"Now that it s over , we can be honest : the first round of the NBA playoffs was something of a bust , salvaged only by the instant classic seven-game series played between the Los Angeles Clippers and the San Antonio Spurs ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,Tim Duncan s kids The San Antonio Spurs talisman brought his kids to the press conference after capturing the NBA title over the Miami Heat in 2014 .
Will the San Antonio Spurs qualify for the NBA championship ?,1,"Since 1991 , almost every championship team has had one or two : the Chicago Bulls ( Michael Jordan ) , the Houston Rockets ( Hakeem Olajuwon ) , the San Antonio Spurs ( Tim Duncan ) , the Los Angeles Lakers ( Shaquille O Neal and Kobe Bryant ) , the Boston Celtics ( Paul Pierce and Kevin Garnett ) ."
Will the San Antonio Spurs qualify for the NBA championship ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Did the San Antonio Spurs win the NBA championship 2014 quarter-finals ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,Defending champion San Antonio Spurs and the rapidly rebuilt Cleveland Cavaliers are two obvious contenders for the NBA championship ; roundup of other teams who are just a step or two below the powerhouses described .
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,Tim Duncan confirmed Thursday he ' ll return for a 19th season with the San Antonio Spurs to chase his sixth NBA championship ring .
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"Grade : B Patty Mills ( San Antonio Spurs ) In the space of three weeks last June July , Mills went from the ecstasy of earning an NBA championship ring to the agony of facing an extended spell on the sidelines to repair a torn rotator cuff ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,You ve been off since you won the NBA finals with the San Antonio Spurs in June so you ve had the whole summer off .
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"We at 5 Things welcome you all , but if you had the Cleveland Cavaliers facing the San Antonio Spurs in the NBA Finals the start of the season has not done you any favors ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"Popovich has won five championships with the Spurs , and was a Ray Allen three away from winning six NBA Finals in six opportunities ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"With the Cavs finding their feet after a stuttering start and James still working to bring his new team-mates up to speed , the quality of the action is likely to be significantly eclipsed by a mouth-watering Christmas Day undercard in the West as Oklahoma City takes on the defending NBA champion San Antonio Spurs ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"Now that it s over , we can be honest : the first round of the NBA playoffs was something of a bust , salvaged only by the instant classic seven-game series played between the Los Angeles Clippers and the San Antonio Spurs ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,Tim Duncan s kids The San Antonio Spurs talisman brought his kids to the press conference after capturing the NBA title over the Miami Heat in 2014 .
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"Since 1991 , almost every championship team has had one or two : the Chicago Bulls ( Michael Jordan ) , the Houston Rockets ( Hakeem Olajuwon ) , the San Antonio Spurs ( Tim Duncan ) , the Los Angeles Lakers ( Shaquille O Neal and Kobe Bryant ) , the Boston Celtics ( Paul Pierce and Kevin Garnett ) ."
Did the San Antonio Spurs qualify for the NBA championship 2014 ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Did the San Antonio Spurs win the NBA championship quarter-finals ?,1,"Now that it s over , we can be honest : the first round of the NBA playoffs was something of a bust , salvaged only by the instant classic seven-game series played between the Los Angeles Clippers and the San Antonio Spurs ."
Did the San Antonio Spurs win the NBA championship quarter-finals ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,Defending champion San Antonio Spurs and the rapidly rebuilt Cleveland Cavaliers are two obvious contenders for the NBA championship ; roundup of other teams who are just a step or two below the powerhouses described .
Did the San Antonio Spurs qualify for the NBA championship ?,1,Tim Duncan confirmed Thursday he ' ll return for a 19th season with the San Antonio Spurs to chase his sixth NBA championship ring .
Did the San Antonio Spurs qualify for the NBA championship ?,1,"Grade : B Patty Mills ( San Antonio Spurs ) In the space of three weeks last June July , Mills went from the ecstasy of earning an NBA championship ring to the agony of facing an extended spell on the sidelines to repair a torn rotator cuff ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,You ve been off since you won the NBA finals with the San Antonio Spurs in June so you ve had the whole summer off .
Did the San Antonio Spurs qualify for the NBA championship ?,1,"We at 5 Things welcome you all , but if you had the Cleveland Cavaliers facing the San Antonio Spurs in the NBA Finals the start of the season has not done you any favors ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,"Popovich has won five championships with the Spurs , and was a Ray Allen three away from winning six NBA Finals in six opportunities ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,"With the Cavs finding their feet after a stuttering start and James still working to bring his new team-mates up to speed , the quality of the action is likely to be significantly eclipsed by a mouth-watering Christmas Day undercard in the West as Oklahoma City takes on the defending NBA champion San Antonio Spurs ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,"Now that it s over , we can be honest : the first round of the NBA playoffs was something of a bust , salvaged only by the instant classic seven-game series played between the Los Angeles Clippers and the San Antonio Spurs ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,Tim Duncan s kids The San Antonio Spurs talisman brought his kids to the press conference after capturing the NBA title over the Miami Heat in 2014 .
Did the San Antonio Spurs qualify for the NBA championship ?,1,"Since 1991 , almost every championship team has had one or two : the Chicago Bulls ( Michael Jordan ) , the Houston Rockets ( Hakeem Olajuwon ) , the San Antonio Spurs ( Tim Duncan ) , the Los Angeles Lakers ( Shaquille O Neal and Kobe Bryant ) , the Boston Celtics ( Paul Pierce and Kevin Garnett ) ."
Did the San Antonio Spurs qualify for the NBA championship ?,1,"The Mick Malthouse Award for prickly moments in coach-media relations It was a superb year for Australian basketball Boomers Patty Mills and Aron Baynes emerged as genuine contributors at NBA level in the San Antonio Spurs championship win , Andrew Bogut was never less than excellent when he could make it onto the court , while Matthew Dellavedova and Joe Ingles also announced themselves on the world stage ."
Will the San Francisco Giants win the World Series 2014 finals ?,1,"The yellow brick road to baseball s World Series final led only into the brick wall of the San Francisco Giants , who stole off with the series after a closely fought deciding game seven ."
Will the San Francisco Giants win the World Series 2014 finals ?,1,"Jake Peavy s sons Wyatt and Judson , sons of the San Francisco Giants hurler , stole the show at a press conference during last year s World Series ahead of Game 6 ."
Will the San Francisco Giants win the World Series finals ?,1,"The yellow brick road to baseball s World Series final led only into the brick wall of the San Francisco Giants , who stole off with the series after a closely fought deciding game seven ."
Will the San Francisco Giants win the World Series finals ?,1,"Jake Peavy s sons Wyatt and Judson , sons of the San Francisco Giants hurler , stole the show at a press conference during last year s World Series ahead of Game 6 ."
Will the San Francisco Giants qualify for the World Series ?,1,Obama Honors World Series Champion San Francisco Giants
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants v Kansas City Royals : 2014 World Series guide
Will the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 4-11 San Francisco Giants : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 3-2 San Francisco Giants : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 0-10 Kansas City Royals : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 2-7 Kansas City Royals : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 7-1 Kansas City Royals : 2014 World Series Game 1 as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants win World Series with game 7 win over Kansas City
Will the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 0-5 San Francisco Giants : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 3-2 Kansas City Royals : 2014 World Series as it happened
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants rout Kansas City Royals to level World Series
Will the San Francisco Giants qualify for the World Series ?,1,"Kansas City Royals defeat San Francisco Giants , 3-2 , to lead the World Series , 2-1 ."
Will the San Francisco Giants qualify for the World Series ?,1,"Back at the San Francisco Giants ' clubhouse , players celebrate their World Series win in classic fashion ."
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants beat Kansas City Royals , 11-4 , in Game 4 of World Series ; series is tied , 2-2 ."
Will the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals beat San Francisco Giants 7-2 in Game Two to level the best-of-seven World Series .
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants are preparing to contend for 2014 World Series title after winning it in 2010 and 2012 .
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants beat Kansas City Royals , 7-1 , in first game of World Series ; Giants pitcher Madison Bumgarner puts in nearly flawless performance over seven innings ."
Will the San Francisco Giants qualify for the World Series ?,1,"Preview of 2014 World Series between San Francisco Giants and Kansas City Royals , which will feature two wild-card teams for the first time since 2002 ."
Will the San Francisco Giants qualify for the World Series ?,1,President Obama welcomed the 2014 World Series Champion San Francisco Giants to the White House for the third time in five years .
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco radio stations team up to keep New Zealand singer s hit single off the air as the San Francisco Giants and Kansas City Royals slug it out during baseball s World Series
Will the San Francisco Giants qualify for the World Series ?,1,SAN FRANCISCO California ( Reuters ) The San Francisco Giants battered Kansas City ' s second tier relievers to turn a three-run deficit into an 11-4 blowout on Saturday and level the best-of-seven World Series at 2-2 .
Will the San Francisco Giants qualify for the World Series ?,1,SAN FRANCISCO ( Reuters ) The San Francisco Giants on Friday brought home their third World Series trophy in five years to elated fans that lined a two-mile ( 3-km ) parade route along the city ' s Market Street .
Will the San Francisco Giants qualify for the World Series ?,1,"SAN FRANCISCO ( Reuters ) The Kansas City Royals followed their formula for success to perfection turning a tight game over to their "" monstrous "" bullpen to beat the San Francisco Giants on Friday and seize the upper hand in the World Series ."
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants pitcher Madison Bumgarner throws a complete game shutout as team beats Kansas City Royals , 5-0 , to lead World Series , 3-2 ."
Will the San Francisco Giants qualify for the World Series ?,1,The Red Sox are ready to sign Los Angeles Dodgers infielder Hanley Ramirez and San Francisco Giants World Series hero Pablo Sandoval on big-money deals
Will the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants beat Kansas City Royals 11-4 in Game Four to level the best-of-seven World Series at 2-2 .
Will the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals beat San Francisco Giants 3-2 in Game Three to take a 2-1 lead in the best-of-seven World Series .
Will the San Francisco Giants qualify for the World Series ?,1,"Kaci Hickox brazenly defies quarantine , goes on a bike ride ; Russian fighter jets fly over Europe ; San Francisco Giants win the World Series ."
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants ace Madison Bumgarner earned the World Series MVP after he threw nearly five perfect innings Wednesday , leading the Giants to a 3-2 win over the Kansas City Royals and their third title in five years ."
Will the San Francisco Giants qualify for the World Series ?,1,"Kansas City Royals defeat San Francisco Giants , 7-2 , in Game 2 of the World Series ; Royals explode for five runs in the sixth inning , capped by Omar Infante s two-run homer off Hunter Strickland , Giants beleaguered reliever ."
Will the San Francisco Giants qualify for the World Series ?,1,"Game 7 of the World Series between San Francisco Giants and Kansas City Royals is seen by an average of of 23 . 5 million viewers , most to view a Series game since Game 7 in 2011 ."
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants beat St Louis Cardinals , 6-3 , to capture National League pennant with 4-1 Championship Series win and head to World Series for third time in five seasons ."
Will the San Francisco Giants qualify for the World Series ?,1,"Kansas City Royals beat San Francisco Giants , 10-0 , tying World Series at 3-3 ; margin of victory is largest in a Series shutout since 1985 ; Royals will enjoy home field advantage in final game ."
Will the San Francisco Giants qualify for the World Series ?,1,"( Reuters ) The waiting game will soon be over for the Kansas City Royals , who last played for the World Series crown 29 years ago and who host the San Francisco Giants in Tuesday ' s opener of Major League Baseball ' s championship series ."
Will the San Francisco Giants qualify for the World Series ?,1,Richard Sandomir TV Sports column holds that MLB ' s 2014 postseason viewership has seen marked decline ; predicts week ratings for World Series between San Francisco Giants and Kansas City Royals .
Will the San Francisco Giants qualify for the World Series ?,1,"KANSAS CITY Missouri ( Reuters ) While Madison Bumgarner has won justifiable praise for his dominant World Series pitching , teammates Pablo Sandoval and Hunter Pence have come up big for the San Francisco Giants with their bats ."
Will the San Francisco Giants qualify for the World Series ?,1,"( Reuters ) At least two Northern California radio stations have pledged not to play New Zealand artist Lorde ' s song "" Royals , "" in solidarity with the San Francisco Giants during their World Series matchup with the Kansas City Royals ."
Will the San Francisco Giants qualify for the World Series ?,1,KANSAS CITY Missouri ( Reuters ) The upstart Kansas City Royals rediscovered their post-season magic and won a battle of the bullpens in a 7-2 victory on Wednesday that leveled the World Series against the San Francisco Giants .
Will the San Francisco Giants qualify for the World Series ?,1,SAN FRANCISCO ( Reuters ) Travis Ishikawa blasted a walk-off three-run home run in the ninth inning as the San Francisco Giants beat the St Louis Cardinals 6-3 on Thursday to clinch the National League Championship series and return to the World Series .
Will the San Francisco Giants qualify for the World Series ?,1,St Louis Cardinals and San Francisco Giants have combined to win the last four National League pennants and three of the last four World Series titles ; other baseball items noted .
Will the San Francisco Giants qualify for the World Series ?,1,"Only the San Francisco Giants , St Louis Cardinals , Kansas City Royals and Baltimore Orioles remain among the 30 teams that began the season in search of a World Series title Check out our six big-time ALCS and NLCS moments"
Will the San Francisco Giants qualify for the World Series ?,1,KANSAS CITY ( Reuters ) The San Francisco Giants brought Kansas City Royals ' perfect postseason to a shuddering end with an emphatic 7-1 win in the opening game of the World Series on Tuesday .
Will the San Francisco Giants qualify for the World Series ?,1,KANSAS CITY Missouri ( Reuters ) The San Francisco Giants beat the Kansas City Royals 3-2 on Wednesday behind a stunning performance by Madison Bumgarner to win their third World Series title in five seasons .
Will the San Francisco Giants qualify for the World Series ?,1,"Profile of San Francisco Giants bullpen catcher Bill Hayes , one of the oldest , and longest-tenured , bullpen catchers in Major League Baseball ; Hayes is within reach of his third World Series ring in five years ."
Will the San Francisco Giants qualify for the World Series ?,1,Matt Duffy is the youngest player on the San Francisco Giants 25-man World Series roster and one of five rookies eligible to play against the Kansas City Royals ; he is nicknamed Duffman after an animated character in The Simpsons .
Will the San Francisco Giants qualify for the World Series ?,1,KANSAS CITY Missouri ( Reuters ) Success starved Kansas City Royals supporters packed Kauffman Stadium for Game One of the World Series against the San Francisco Giants on Tuesday with none more excited than South Korean superfan Lee Sung-woo .
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column holds that while the San Francisco Giants seem in top form to repeat World Series success of 2010 and 2012 , notion of facing Kansas City Royals on the road for Game 7 remains daunting ."
Will the San Francisco Giants qualify for the World Series ?,1,"The Kansas City Royals seemingly had karma on their side , but the baseball gods and the San Francisco Giants had a different plan in the deciding game of the World Series ."
Will the San Francisco Giants qualify for the World Series ?,1,( Reuters ) One of Major League Baseball ' s wildest postseasons heads into its final chapter as the Kansas City Royals and San Francisco Giants tangle in an unlikely World Series matchup .
Will the San Francisco Giants qualify for the World Series ?,1,"KANSAS CITY Missouri ( Reuters ) Madison Bumgarner had his fun , while the Royals vowed to bounce back after the San Francisco Giants brought Kansas City ' s perfect postseason to an emphatic end with a 7-1 win in Tuesday ' s World Series opener ."
Will the San Francisco Giants qualify for the World Series ?,1,"SAN FRANCISCO ( Reuters ) San Francisco Giants fans , once in love with home runs and Barry Bonds , will be cheering a selfless , grinding club chasing their third title in five years when the World Series resumes at AT T Park on Friday ."
Will the San Francisco Giants qualify for the World Series ?,1,"Defining chapter in rivalry between San Francisco and Kansas City will begin when the Kansas City Royals and the San Francisco Giants meet in Game 1 of the World Series ; teams have played only 12 times since the Royals entered Major League Baseball in 1969 , three times this season alone ; sports history between the two cities examined ."
Will the San Francisco Giants qualify for the World Series ?,1,SAN FRANCISCO ( Reuters ) The San Francisco Giants scored three runs in the sixth inning to move to the brink of a return to the World Series with a come-from-behind 6-4 victory over the St Louis Cardinals on Wednesday .
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants capture their third World Series title in five years , defeating Kansas City Royals , 3-2 , in Game 7 ; Giants pitcher Madison Bumgarner earns the save after throwing five scoreless innings in relief and is named most valuable player of series ."
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column on San Francisco Giants general manager Brian Sabean , who , for the past 18 years , has helped reinvent the organization as baseball continues to evolve ; Giants have won championships in 2010 and 2012 , and are currently leading 2014 World Series against Kansas City Royals ."
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column says Kansas City Royals still have chance to take the World Series , despite being down to San Francisco Giants , 3-2 ; notes that eight of the last 10 teams that headed home with a 3-2 World Series deficit , including the Royals in 1985 , rallied to win ."
Will the San Francisco Giants qualify for the World Series ?,1,"Keeping Score column notes that official scorers for Game 7 of World Series initially credited San Francisco Giants pitcher Madison Bumgarner with win , then gave it to reliever Jeremy Affeldt instead , after a close reading of Official Rule 10 . 17 ; Affeldt was pitcher of record when the Giants took the lead , 3-2 , over Kansas City Royals in the fourth inning ."
Will the San Francisco Giants qualify for the World Series ?,1,"The Upshot ; San Francisco Giants ' pitcher Madison Bumgarner now holds record for lowest career earned run average ( 0 . 29 ) in World Series among pitchers with at least 30 innings pitched ; based on calculations from new index , called the Matty Score after top pitcher Christy Mathewson , Bumgarner is not , however , best World Series pitcher ever ."
Will the San Francisco Giants qualify for the World Series ?,1,"Strained oblique muscle of St Louis Cardinals catcher Yadier Molina squeezes team ' s chances of overcoming San Francisco Giants to seize National League Championship Series ; Molina ' s influence runs up and down the roster , on the field and along the bench ; if he is taken off the active roster , move that is allowed for injured players , he would be ineligible to return for the World Series ."
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column celebrates San Francisco Giants pitcher Madison Bumgarner , whose masterly relief pitching in Game 7 helped Giants defeat Kansas City Royals , 3-2 , to win World Series ; notes Bumgarner , who shut out the Royals on two hits for the final five innings , also beat the Royals in Game 1 and fired a shutout in Game 5 , earning him the World Series most valuable player title ."
Will the San Francisco Giants qualify for the World Series ?,1,The Kansas City Royals must win their World Series game tonight against the San Francisco Giants to keep alive their hopes of winning the Fall Classic for the first time in 29 years .
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column observes that after Alex Gordon s two-out single in the ninth skipped by the San Francisco Giants outfielders , anything seemed possible in the final game of the World Series ; speculates on what might have happened had Royals third-base coach Mike Jirschele waved Gordon home , not such a wild notion and possibly the Royals ' best shot ."
Will the San Francisco Giants qualify for the World Series ?,1,"Roster of anthem singers for Games 1 through 4 of the World Series between Kansas City Royals and San Francisco Giants does not include Kansas City s own Joyce DiDonato , one of the world s most celebrated mezzo-sopranos , but organizers say she is still in the mix for later games ."
Will the San Francisco Giants qualify for the World Series ?,1,"Tyler Kepner On Baseball column observes that skills offered by Kansas City Royals ' designated hitter Billy Butler do not always match up with team built on speed , but his bat makes up the difference ; says Butler ' s hitting helped team win Game 2 of the World Series against the San Francisco Giants and it is hard to imagine the team without him ."
Will the San Francisco Giants qualify for the World Series ?,1,"David Waldstein On Baseball column observes that San Francisco Giants ' catcher Buster Posey has been compared to New Yankees ' Derek Jeter ; he is poised to win his third World Series in five years , one behind Jeter , who won four in his first five full seasons ; reflects that a low-profile Posey has not captivated the national consciousness the way Jeter did ."
Will the San Francisco Giants qualify for the World Series ?,1,KANSAS CITY Missouri ( Reuters ) The Kansas City Royals got an inspired outing from pitcher Yordano Ventura and woke from their hitting slumber to rout the San Francisco Giants 10-0 and send the World Series to a decisive Game Seven on Tuesday .
Will the San Francisco Giants qualify for the World Series ?,1,"Michael Powell Sports of the Times column shares details of his visit to home of Kevin Bumgarner in Appalachian foothills of North Carolina during Game 7 of the World Series as he watched his son , pitcher Madison Bumgarner , lead the San Francisco Giants to the title ; in off-season , Madison lives with his wife a few miles away on a 140-acre farm ."
Will the San Francisco Giants qualify for the World Series ?,1,The San Francisco Giants will honor one of their most loyal fans before Game 5 of the World Series on Sunday night in San Francisco .
Will the San Francisco Giants qualify for the World Series ?,1,"SAN FRANCISCO As the Kansas City Royals Brandon Finnegan , 21 years old and all of 5 feet 8 , warmed up in the seventh inning of Game 3 of the World Series Friday night , the San Francisco Giants hecklers went to work ."
Will the San Francisco Giants qualify for the World Series ?,1,"San Francisco Giants , who are striving for their third World Series title in five seasons , are being defined by players like Travis Ishikawa , career-long first baseman who is currently playing left field ; Ishikawa had been contemplating retirement when he was offered the chance to fill in for team ' s injured outfielder Mike Morse ."
Will the San Francisco Giants qualify for the World Series ?,1,"This fabulously unpredictable postseason had to end up this way , with the Kansas City Royals and the San Francisco Giants the two wild-card teams in the World Series ."
Will the San Francisco Giants qualify for the World Series ?,1,"The Kansas City Royals erupted here Wednesday night in Game 2 of the World Series , not with their usual stolen bases and spectacular defensive plays but with something that will concern the San Francisco Giants even more a rain of line drives that landed all over Kauffman Stadium , including four doubles off walls and an Omar Infante home run in an easy 7-2 win ."
Will the San Francisco Giants qualify for the World Series ?,1,"I think each one of us would appreciate this opportunity , Guthrie said Tuesday afternoon , before his Kansas City Royals faced the San Francisco Giants in Game 6 of the World Series , trailing three games to two ."
Will the San Francisco Giants qualify for the World Series ?,1,"Four of the past eight World Series champions have come from the teams in this 2014 National League Championship Series , which might suggest that the San Francisco Giants and the St . Louis Cardinals have spectacular talent ."
Will the San Francisco Giants qualify for the World Series ?,1,The starting pitcher didn t turn to comfort food to bounce back after his team fell to the San Francisco Giants on Wednesday in Game 7 of the World Series .
Will the San Francisco Giants qualify for the World Series ?,1,"The team that won the World Series , those apparently unstoppable San Francisco Giants , just had another one of those strange-but-true magic-carpet rides they ' ve become so world-famous for ."
Will the San Francisco Giants qualify for the World Series ?,1,"In the moments just before the seventh game of the World Series , 10 San Francisco Giants pitchers made their way through shallow left field , careful not to step on the infield dirt , and headed out to the bullpen in right to take a seat , to watch and wait ."
Will the San Francisco Giants qualify for the World Series ?,1,"But somewhere in the middle of a 33-minute , 19-second second inning that blew open Game 6 of this World Series , it became evident that in real life , the San Francisco Giants and Kansas City Royals never got that memo ."
Will the San Francisco Giants qualify for the World Series ?,1,"I hope champagne doesn ' t go bad . Shane Bua ( @ ThatShaneBua ) October 1 , 2014 As mentioned in the preview , the San Francisco Giants have a habit of winning the World Series whenever they make the playoffs , as they did in 2010 and 2012 ."
Will the San Francisco Giants qualify for the World Series ?,1,"THE SAN FRANCISCO GIANTS ARE NATIONAL LEAGUE CHAMPS AND ARE HEADING BACK TO THE WORLD SERIES , AGAIN"
Did the San Francisco Giants win the World Series 2014 finals ?,1,"The yellow brick road to baseball s World Series final led only into the brick wall of the San Francisco Giants , who stole off with the series after a closely fought deciding game seven ."
Did the San Francisco Giants win the World Series 2014 finals ?,1,"Jake Peavy s sons Wyatt and Judson , sons of the San Francisco Giants hurler , stole the show at a press conference during last year s World Series ahead of Game 6 ."
Did the San Francisco Giants win the World Series finals ?,1,"The yellow brick road to baseball s World Series final led only into the brick wall of the San Francisco Giants , who stole off with the series after a closely fought deciding game seven ."
Did the San Francisco Giants win the World Series finals ?,1,"Jake Peavy s sons Wyatt and Judson , sons of the San Francisco Giants hurler , stole the show at a press conference during last year s World Series ahead of Game 6 ."
Did the San Francisco Giants qualify for the World Series ?,1,Obama Honors World Series Champion San Francisco Giants
Did the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants v Kansas City Royals : 2014 World Series guide
Did the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 4-11 San Francisco Giants : 2014 World Series as it happened
Did the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 3-2 San Francisco Giants : 2014 World Series as it happened
Did the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 0-10 Kansas City Royals : 2014 World Series as it happened
Did the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 2-7 Kansas City Royals : 2014 World Series as it happened
Did the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants 7-1 Kansas City Royals : 2014 World Series Game 1 as it happened
Did the San Francisco Giants qualify for the World Series ?,1,San Francisco Giants win World Series with game 7 win over Kansas City
Did the San Francisco Giants qualify for the World Series ?,1,Kansas City Royals 0-5 San Francisco Giants : 2014 World Series as it happened
