qtext,label,atext
Will Labour lose most of their seat in Scotland?,1,So how confident are Scottish Labour leaders that Ed Miliband will win enough Westminster seats to form a majority government after the May general election?
Will Labour lose most of their seat in Scotland?,1,"“I call on Labour today to match that pledge, to make clear that if Labour and the SNP combined have more seats than the Tories, they will join forces with us in a vote of confidence to lock David Cameron out of Downing Street.” Speaking to a rapturous audience of some 3,000 delegates in Glasgow, many of whom had queued for two hours to hear her, she said: “If Labour fails to make that commitment, the only conclusion people will draw is that Labour would rather have the Tories back in power than work with the SNP."
Will Labour lose most of their seat in Scotland?,1,(There’s not even an opportunity for anyone in Scotland to vote for Sturgeon herself – she is not standing for a Westminster seat.)
Will Labour lose most of their seat in Scotland?,1,"The polls got one thing right: the SNP were triumphant in Scotland at the general election, winning 56 out of Scotland’s 59 Westminster seats."
Will Labour lose most of their seat in Scotland?,1,"The SNP took 40 of Labour’s 41 Scottish seats, leaving Scotland with the lowest level of Labour representation in Westminster for more than 100 years."
Will Labour lose most of their seat in Scotland?,1,"Hoping to beat Labour’s Ian Davidson, against whom he stood unsuccessfully in 2010, Stephens’ progress in the seat reads like the recent history of the SNP-Labour rebalancing in microcosm."
Will Labour lose most of their seat in Scotland?,1,"As he confirmed he would contest the leadership, the former Scottish secretary said he wanted the Scottish Labour party to “end its losing streak”, saying: “We’ve lost too many elections north of the border and I want to bring that to an end.” His remarks came as a new poll by Ipsos Mori for STV showed that a record 52% of Scottish voters would vote SNP if there were an immediate general election, implying the SNP would win 54 Westminster seats – a nine-fold increase on the six seats it currently holds – leaving Labour with just four."
Will Labour lose most of their seat in Scotland?,1,"1 The struggle for Scotland: Labour v SNP Ukip will win a lot of votes in 2015, but of even greater consequence for Westminster is the dramatic surge in support for the SNP, which has opened up a huge lead in the polls, putting every Scottish seat into contention."
Will Labour lose most of their seat in Scotland?,1,"Gordon Brown will spearhead Labour's last-ditch campaign to save the union as a new poll confirmed that the yes and no camps are neck and neck before next week's referendum on Scottish independence.The latest poll, by TNS, added to the mood of urgency and anxiety for Labour and the coalition government, disclosing that support for independence has jumped six points in a month, pushing the yes vote to 38%, a single point behind no at 39%.With no campaigners saying they were baffled by the sudden surge in support for yes, Brown came out of semi-retirement from frontline politics to lead Scottish Labour's drive to regain control of the independence debate with further proposals to devolve powers to the nation and inject some previously absent passion.Addressing Labour voters at a former miners' club near Edinburgh, the former prime minister said Scotland's voters deserved to have demands for greater autonomy addressed urgently by Westminster, in an intervention immediately backed by David Cameron and Nick Clegg, and given the blessing of Ed Miliband.Speaking on the first leg of a cross-country speaking tour over the next 10 days, Brown said: ""What people are looking for is a timetable, a plan, a mechanism for delivery and a clear idea of what would happen after a no vote."
Will Labour lose most of their seat in Scotland?,1,"Labour is fighting to win back up to 200,000 former supporters who were yes voters at the referendum and have switched to back to the SNP by insisting that every Labour seat lost to the SNP, which has a substantial poll lead in Scotland, increases the chances of a Tory victory in May."
Will Labour lose most of their seat in Scotland?,1,"It would mean a Tory decade for Scotland: 10 years of David Cameron in Downing Street; 10 years of injustice; 10 years of unfairness; 10 years of attacking everything we hold dear in our country.”      He will ​warn former Labour voters that backing the SNP in May would not strengthen Scotland’s voice at Westminster, the key claim made by SNP leader Nicola Sturgeon, but increase Cameron’s chances of winning."
Will Labour lose most of their seat in Scotland?,1,"Jim Murphy has taken a commanding lead in the contest to become Scottish Labour leader after winning the backing of a large majority of the party’s MPs, MSPs and MEPs in Scotland."
Will Labour lose most of their seat in Scotland?,1,Party believes it can hold on to majority of its 11 seats in Scotland and also do better than polls suggest in England
Will Labour lose most of their seat in Scotland?,1,"With rumours growing that he plans to stand in Gordon, north of Aberdeen, a Commons seat which includes parts of his current Holyrood seat in Aberdeenshire East, Salmond implied again that he could be a kingmaker at Westminster if Labour failed to win a majority in May."
Will Labour lose most of their seat in Scotland?,1,"11.48am GMT   As Jim Murphy and Kezia Dugdale win leadership and deputy leadership of the Scottish Labour party, the first minister and SNP leader Nicola Sturgeon congratulates the pair:  I congratulate Jim Murphy and Kezia Dugdale on their election as leader and deputy leader of Labour in Scotland."
Will Labour lose most of their seat in Scotland?,1,If the SNP do well it will be at the expense largely of the Labour party – are the Tories really saying they would prefer Labour MPs to be elected en masse from Scotland?
Will Labour lose most of their seat in Scotland?,1,New Scotland polls indicate huge swing from Labour to SNP
Will Labour lose most of their seat in Scotland?,1,"It was a night of shocks and – for a number of well-known political faces – particularly painful defeats, as Labour was crushed in Scotland and the Liberal Democrats lost some of their star players across the UK, alongside other high-profile surprises."
Will Labour lose most of their seat in Scotland?,1,"Campbell said Kennedy had texted him to say they should discuss forming a new progressive, centre-left unionist party in Scotland after the SNP won 56 of Scotland’s 59 seats."
Will Labour lose most of their seat in Scotland?,1,"The projection, based on all current polling, suggests the Tories would win 276 seats and Labour 271, both well short of the 326 needed to secure an outright majority."
Will Labour lose most of their seat in Scotland?,1,"His announcement came as Ed Miliband, the UK Labour leader, prepared for his first trip to Scotland after the independence referendum to address a gala fundraising dinner in Glasgow on Thursday evening."
Will Labour lose most of their seat in Scotland?,1,"Ashcroft’s polls suggest that the Lib Dems could face near-wipeout in Scotland, and the party has been concentrating its campaign in Scotland on holding as many of its 11 seats as possible."
Will Labour lose most of their seat in Scotland?,1,"His feat of winning the safest Conservative seat in Scotland in 1997 and then increasing his majority in subsequent Westminster elections is still recalled in reverential, if not affectionate, tones and this has helped buy him places at Labour’s top tables."
Will Labour lose most of their seat in Scotland?,1,"Alex Salmond has suggested the Scottish National party could demand that work on the UK’s new high-speed rail link, HS2, starts in Scotland as a price for backing a minority Labour government."
Will Labour lose most of their seat in Scotland?,1,"With all 650 seats declared, the Conservatives had 331, Labour 232, the SNP 56 and the Liberal Democrats eight."
Will Labour lose most of their seat in Scotland?,1,"Then just before 1.30am came the first proper news from the frontline Tory-Labour marginals: Battersea, a seat that Labour used to hold in a city where it had been expecting to beat the national odds."
Will Labour lose most of their seat in Scotland?,1,Some yes voters offer doorstep reassurances that they will vote Labour in a general election (which isn’t much use if Scottish seats are by then earmarked for history’s dustbin).
Will Labour lose most of their seat in Scotland?,1,"SNP leader says she plans to press Labour to form anti-Tory alliance hours after election, hinting that she expects David Cameron’s party to win most seats "
Will Labour lose most of their seat in Scotland?,1,"He is also probably the most famous Labour MP that Glasgow never had, the man whose defeat in a supposedly unlosable 1988 byelection in Govan was a watershed moment for Scotland, and Scottish nationalism."
Will Labour lose most of their seat in Scotland?,1,"There will also be calls to revive the so-called Barnett formula – a Treasury mechanism for dividing spending that means Scotland people get more public money per head than the English.Despite fears among some in the no campaign that the Ukip leader's appearance in Glasgow could antagonise voters, Farage said Ukip had a distinctive and valuable argument to make in Scotland.He told BBC Good Morning Scotland: ""We did win a seat in the European parliament, Scotland, and we do have a voice."
Will Labour lose most of their seat in Scotland?,1,"In Tory targets such as Bolton West, which Labour holds with a majority of just 92, Lib Dem returners could well help keep the hyper-marginal seat for Labour."
Will Labour lose most of their seat in Scotland?,1,"These men knew the game was up in their city, but none could have predicted the evisceration of the Labour party in Scotland that would occur before the sun rose on Friday."
Will Labour lose most of their seat in Scotland?,1,"As things go from bad to worse for Labour in Scotland, the party is focusing its gaze on a series of crucial English marginals where the voters face a straight choice between the two main parties"
Will Labour lose most of their seat in Scotland?,1,The second is whether the challenger in the seat is a Tory or Labour candidate.
Will Labour lose most of their seat in Scotland?,1,"What is surprising is how difficult it is to find anyone in Dundee West, one of the nationalists’ key target seats currently held by Labour’s Jim McGovern with a majority of just over 7,000, who is intending to vote Labour again."
Will Labour lose most of their seat in Scotland?,1,"“We have an asymmetric union and asymmetric devolution settlements but I believe that for too long London has been ignored in those equations.” Labour increased its control of London to take 45 of the capital’s 73 parliamentary seats in May’s general election, despite heavy losses elsewhere in the UK."
Had Novak Djokovic beat Roger Federer to win Wimbledon 2014 FINALS?,1,"Almost two years since he was last rated as the world’s No1 tennis player, Roger Federer goes into this week’s Paris Masters knowing that he can overhaul Novak Djokovic at the top of the rankings."
Had Novak Djokovic beat Roger Federer to win Wimbledon 2014 FINALS?,1,Novak Djokovic beats Roger Federer in four sets in Wimbledon final
Had Novak Djokovic beat Roger Federer to win Wimbledon 2014 FINALS?,1,Top seeds – men 1 Novak Djokovic (Srb) 2 Roger Federer (Swit) 3 Andy Murray (GB) 4 Stan Wawrinka (Swit) 5 Kei Nishikori (Jpn) 6 Tomas Berdych (Cz) 7 Milos Raonic (Can) 8 David Ferrer (Sp) 9 Marin Cilic (Cro) 10 Rafael Nadal (Sp) 11 Grigor Dimitrov (Bul) 12 Gilles Simon (Fr) 13 Jo-Wilfried Tsonga (Fr) 14 Kevin Anderson (SA) 15 Feliciano López (Sp) 16 David Goffin (Bel) Top seeds – women 1 Serena Williams (US) 2 Petra Kvitova (Cz) 3 Simona Halep (Rom) 4 Maria Sharapova (Rus) 5 Caroline Wozniacki (Den) 6 Lucie Safarova (Cz) 7 Ana Ivanovic (Srb) 8 Ekaterina Makarova (Rus) 9 Carla Suárez Navarro (SP) 10 Angelique Kerber (Ger) 11 Karolina Pliskova (Cz) 12 Eugenie Bouchard (Can) 13 Agnieszka Radwanska (Pol) 14 Andrea Petkovic (Ger) 15 Timea Bacsinszky (Swit) 16 Venus Williams (US)     
Had Novak Djokovic beat Roger Federer to win Wimbledon 2014 FINALS?,1,"10am, Sky Sports Ashes Wimbledon 2015 Men’s semi-finals: Andy Murray v Roger Federer and Novak Djokovic v Richard Gasquet."
Had Novak Djokovic beat Roger Federer to win Wimbledon 2014 FINALS?,1,"For me, Brazil 1 Germany 7 was exceptional in an unexceptional World Cup, Novak Djokovic repelling the wills of 15,001 people on Centre Court to thwart Roger Federer bore comparison with the best Wimbledon finals and Rory McIlroy winning back to back majors also left a deep mark, although not on viewers of the BBC’s Sport’s Personality of the Year."
Will Donald Trump abandon an attempt to run for president?,0,Donald Trump has been officially banned from one of the biggest gatherings of conservative activists after implying he received hostile questioning during the first Republican presidential debate because the television moderator was menstruating.
Will Donald Trump abandon an attempt to run for president?,0,"     Donald Trump has built a presidential campaign around insulting Mexicans, so it was an ambitious play to come to Los Angeles, the city with the world’s biggest Mexican diaspora, seeking support."
Will Donald Trump abandon an attempt to run for president?,0,"“When you get rhetoric like this maybe it gets attention, maybe this is just an attempt to push Mr Trump out of the headlines, but it’s not the kind of leadership that’s needed for America right now,” said the president."
Will Donald Trump abandon an attempt to run for president?,0,"The most searched for candidates between 9-11pm ET:   Donald Trump Ben Carson Ted Cruz Jeb Bush Marco Rubio John Kasich Rand Paul  Chris Christie Scott Walker Mike Huckabee  The trove of data also reveals that most Americans wanted to know how old or tall Jeb Bush is, how old Ben Carson is (and who is he, and is he running for president), and how much does Chris Christie weigh."
Will Donald Trump abandon an attempt to run for president?,0,"Republican presidential candidate Scott Walker has followed frontrunner Donald Trump to the right on immigration in recent weeks, and in doing so he may have alienated one of the biggest industries in his home state of Wisconsin."
Will Donald Trump abandon an attempt to run for president?,0,"Louisiana governor Bobby Jindal suggested on Monday that he would support barring people from the US for belief in “radical Islam”, in an apparent attempt to polish his hawkish foreign policy credentials and present himself as worthy name for Republicans’ 2016 ticket, possibly as a vice-presidential candidate."
Will Donald Trump abandon an attempt to run for president?,0,"Donald Trump Odds: 33-1Age: 69  A real estate tycoon and former host of Celebrity Apprentice, Trump has repeatedly flirted with presidential bids in the past before finally jumping in this year.Trump has drawn attention with controversial remarks on undocumented immigrants from Mexico."
Will Donald Trump abandon an attempt to run for president?,0,"As president, Bush or any other successor to Barack Obama would be unimpeded in an attempt to reinstate of torture."
Will Donald Trump abandon an attempt to run for president?,0,"I will wait and see what the deal is and then I will tell you what I think about it.”  Congressional Democrats have fought back hard against president’s attempt to push the TPP into law quickly, and last week rejected a provision to aid American workers displaced by trade deal."
Will Donald Trump abandon an attempt to run for president?,0,Luschini says (via Reuters):  “Until we have some sign that China and the emerging markets aren’t being sucked into some vortex from which they can’t recover ... it is unlikely this selloff will stem.”      2.59pm BST   US presidential hopeful Donald Trump claims he’s the man to get the financial markets into better shape:  Markets are crashing - all caused by poor planning and allowing China and Asia to dictate the agenda.
Will Elizabeth Warren skip a run for president?,1,Progressives ponder 2016 fallback plan: Elizabeth Warren for vice-president
Will Elizabeth Warren skip a run for president?,1,The Fix: The Boston Globe REALLY wants Elizabeth Warren to run for president
Will Elizabeth Warren skip a run for president?,1,"Elizabeth Warren won’t run for president, even though New Hampshire Democrats are planning to draft her."
Will Elizabeth Warren skip a run for president?,1,"President Obama, Elizabeth Warren have different message on the middle class"
Will Elizabeth Warren skip a run for president?,1,The president has 'difference of opinion' with Elizabeth Warren over spending bill.
Will Elizabeth Warren skip a run for president?,1,Elizabeth Warren supporters are not daunted by the senator's statements that she is not running for president in 2016.
Will Elizabeth Warren skip a run for president?,1,"Group will close its three field offices after failing to convince Elizabeth Warren to run for president, but says it could ‘regroup at a moment’s notice’"
Will Elizabeth Warren skip a run for president?,1,Sen. Elizabeth Warren has said she isn't running for president 49 times since last fall.Read full article >>
Will Elizabeth Warren skip a run for president?,1,"In her book released this year, Sen. Elizabeth Warren recounted a dinner she had with President Obama’s chief economic adviser, Larry Summers, in April 2009, when Warren was the outspoken chairman of a congressionally appointed panel probing the government’s response to the financial crisis.Read full article >>"
Will Elizabeth Warren skip a run for president?,1,"Elizabeth Warren is fed up with the woman President Obama assigned to keep an eye on Wall Street.Warren gave Mary Jo White, whom Obama nominated to the chair of the Securities and Exchange Commission, a piece of her mind in a harshly worded letter dated Tuesday that runs 13 pages.Read full article >>"
Will Elizabeth Warren skip a run for president?,1, Vice President Biden and Sen. Elizabeth Warren (D-Mass.)
Will Elizabeth Warren skip a run for president?,1,"By MICHAEL FALCONE  	NOTABLES  	--WARREN RALLIES GRASSROOTS PROGRESSIVES: No, she's not running for president, but last night Sen. Elizabeth Warren joined leading progressive groups on a call rallying their members around her issues."
Will Elizabeth Warren skip a run for president?,1,"“No,” Elizabeth Warren said on Monday night, “I am not running for president."
Will Elizabeth Warren skip a run for president?,1,"The Massachusetts senator Elizabeth Warren criticized a US economy that she says favors the wealthy, just as President Obama sets off for Michigan as part of a US tour promoting his administration’s central, and continued, role in the economic recovery."
Will Elizabeth Warren skip a run for president?,1,"And on the Democratic side of the 2016 presidential race, there is Senator Elizabeth Warren – who is “not running for president”, she says, and barely polls above 10% in a potential primary match-up with Clinton anyway."
Will Elizabeth Warren skip a run for president?,1,"“So I think you could make the case that there is probably nobody in American politics today who has a better understanding of exactly what is required to mount a successful, national, presidential campaign.” A hasty trip by Biden to visit Senator Elizabeth Warren this past weekend sparked new hope for Warren supporters that she would be a national candidate in 2016."
Will Elizabeth Warren skip a run for president?,1,"But it also hints at the rising power of what has been called the Elizabeth Warren wing of the party: leftwing Democrats appalled at measures to weaken Wall Street reforms, with the president apparently willing to turn a blind eye."
Will Elizabeth Warren skip a run for president?,1,Christie: ‘I thought Elizabeth Warren wasn’t running for president’Top adviser: former secretary of state ‘progressive in best sense of the word’ 
Will Elizabeth Warren skip a run for president?,1,"“We continue to encourage Senator Elizabeth Warren to join the race for president, because we’ve seen the massive outpouring of grassroots support she has across the country and we know that having her in the race would only increase the odds of having a Democratic nominee committed to the bold, populist progressive reforms our country desperately needs.”"
Will Elizabeth Warren skip a run for president?,1,"But it also hints at the rising power of what has been called the Elizabeth Warren wing of the party: leftwing Democrats appalled at measures to weaken Wall Street reforms, with the president apparently willing to turn a blind eye."
Will Elizabeth Warren skip a run for president?,1,That professor was Elizabeth Warren – now a senator who many are desperately pushing to run for president.
Will Elizabeth Warren skip a run for president?,1,"“Unlike Ready for Warren [a similar group encouraging Massachusetts senator Elizabeth Warren to run], where she kept saying ‘no, no, no’, the vice-president has been completely silent as he has been getting more media attention."
Will Elizabeth Warren skip a run for president?,1,"He is also the only Republican to poll slightly ahead in any national contest of Hillary Clinton, who remains seen as by far the most likely Democratic candidate and more than four times as popular among her party’s voters as either Senator Elizabeth Warren or Vice-President Joe Biden."
Will Elizabeth Warren skip a run for president?,1,"On the Democratic side, meanwhile, Massachusetts senator Elizabeth Warren delivered her strongest denial yet of White House hopes, responding to the question, “Are you going to run for president?” with an outright “No.” (But what did she mean by that?)"
Will Elizabeth Warren skip a run for president?,1,"With Elizabeth Warren repeatedly ruling out a potential presidential bid, O’Malley remains perhaps the only credible hope for progressive Democrats seeking an alternative to Clinton."
Will Elizabeth Warren skip a run for president?,1,"Hillary Clinton has never looked more of a shoo-in, as talk of competition from Senator Elizabeth Warren succumbs to her continued denials and gaffe-prone Joe Biden looks less than serious, even as vice-president."
Will Elizabeth Warren skip a run for president?,1,It also shows the rising power of what has been called the Elizabeth Warren wing of the party: left-wing Democrats appalled at measures to weaken Wall Street reform that the president appeared willing to turn a blind eye to.
Will Elizabeth Warren skip a run for president?,1,Many in the president’s own party – including senators Bernie Sanders and Elizabeth Warren – oppose the trade deal.
Will Elizabeth Warren skip a run for president?,1,"Populist Elizabeth Warren jeered at Romney on Twitter, asking “are corporations still people, Mitt?”  The White House page that trumpets the president’s achievements with respect to the middle class doesn’t mention the problems with Congress."
Will Elizabeth Warren skip a run for president?,1,"The fee on large financial institutions is something very similar to what was included in the Republican corporate tax reform plan last year by Republican Dave Camp.” Another hope is that the recent focus on inequality by mainstream Republican candidates for the 2016 presidential race, such as Mitt Romney, plus the popularity of figures like Senator Elizabeth Warren on the left, will make it harder for critics in either party to dismiss the speech as simply a lame-duck president’s futile wish list."
Will Elizabeth Warren skip a run for president?,1,Elizabeth Warren has called for interest rate reductions; President Obama signed an executive order capping payments on federal student debt at 10% of a borrower’s income; there have been some piecemeal attempts to curb the criminal behavior at for-profit schools by strengthening so-called “gainful employment” rules.
Will the democrats lose the senate majority after the 2014 elections?,1,US Republicans increase their majority in the Senate after a runoff in Louisiana from the mid-term elections ends in defeat for the Democrats.
Will the democrats lose the senate majority after the 2014 elections?,1,"Republicans are on the cusp of taking control of the Senate in Tuesday’s elections, with Democrats now dependent on their ability to navigate an increasingly narrow path to maintain their majority by the slimmest of margins, according to strategists, politicians and a Washington Post analysis of the contested campaigns."
Will the democrats lose the senate majority after the 2014 elections?,1,"Democrats argue that the party in control of the White House almost always loses seats in midterm elections, particularly during a president’s second term of office."
Will the democrats lose the senate majority after the 2014 elections?,1,US midterm elections: wave of defeats leave Democrats reeling
Will the democrats lose the senate majority after the 2014 elections?,1,"But such caution failed to prevent the defeat of two Democrats who had previously opposed gun reform attempts – Senators Mark Pryor of Arkansas and Mark Begich of Alaska– in November’s midterm elections, paving the way for one final attempt to confirm Murthy in the last days of the Democratic-controlled Congress."
Will the democrats lose the senate majority after the 2014 elections?,1,"http://t.co/VV6948bpWt pic.twitter.com/rsg7BKb1Nm— Wall Street Journal (@WSJ) October 25, 2014  Compared with other midterm elections, women overall, married and unmarried, are supporting Democrats by about 51-43, for a typical gap of +8, according to Pew."
Will the democrats lose the senate majority after the 2014 elections?,1,Can the Democrats hold on to their Senate majority?
Will the democrats lose the senate majority after the 2014 elections?,1,Republicans swept to power in the US Senate after a rout for Democrats in midterm elections that were dominated by criticism of Barack Obama’s presidency and are likely to hobble his last two years in Washington.
Will the democrats lose the senate majority after the 2014 elections?,1,"In the November midterm elections, Democrats ceded control of the Senate to Republicans, ending Reid’s tenure as majority leader, which began in 2007."
Will the democrats lose the senate majority after the 2014 elections?,1,Democrats face hefty to-do list in final weeks of Senate majority
Will the democrats lose the senate majority after the 2014 elections?,1,"The jubilant leader of the Republicans in the US Senate, Mitch McConnell, on Wednesday challenged Barack Obama to find common ground with Congress after the Democrats’ crushing defeat in the US midterm elections threatened to test the limits of the president’s power during his final two years in office."
Will the democrats lose the senate majority after the 2014 elections?,1,"In our daily round-up of midterms news, the Senate majority leader plots his re-election as aggregate of polls point to more than 70% chance of Republicans taking overChocolate cake and chuckles on Air Force OneUS midterm elections: the Guardian briefing"
Will the democrats lose the senate majority after the 2014 elections?,1,Clinton: Midterm elections should motivate women – AP Colorado tests reach of Democrats’ ground game – AP Gardner outraises Udall as voting begins – AP  How the Democrats could pull this off: Greg Sargent explains.
Will the democrats lose the senate majority after the 2014 elections?,1,"We have senators that agree with big oil philosophy ... and we have senators who are pushing clean energy.” The 14 Democrats voting in favour include three who are leaving the Senate in January after they lost their seats in the 4 November midterm elections: Kay Hagan of North Carolina, Mark Begich of Alaska and Mark Pryor of Arkansas."
Will the democrats lose the senate majority after the 2014 elections?,1,Top party officials involved in the Democratic push to retain control of the Senate in the midterm elections have explicitly warned the White House that Democrats risk losing several key states if he proceeds with an immigration reform plan being developed within his administration.
Will the democrats lose the senate majority after the 2014 elections?,1,"What has become evident since Republican victories in November’s midterm elections, which delivered them both houses of Congress, is that they don’t just have a problem compromising with Democrats – they cannot even compromise with each other."
Will the democrats lose the senate majority after the 2014 elections?,1,"Michael P McDonald, the Florida professor behind the US Elections Project, which conducts widely cited research into early voting, thinks early voting patterns indicate a race that will turn out to be too close to call:  As of Thursday, registered Democrats have a narrow 6,829 ballot lead over Republicans out of 391,772 votes cast, a 40.9% to 39.2% or a +1.7 point lead."
Will the democrats lose the senate majority after the 2014 elections?,1,"Here’s Guardian data editor Alberto Nardelli:  Having taken West Virginia, South Dakota and Arkansas from the Democrats, the Republicans need three more gains in order to win a Senate majority."
Will the democrats lose the senate majority after the 2014 elections?,1,"“All it takes is one Todd Akin or Richard Mourdock and the Democrats can put forward a narrative – quite compellingly – that the GOP just doesn’t respect or understand women,” said Lawless, referring to two Republicans who lost 2012 Senate elections after making controversial comments on rape while discussing abortion."
Will the democrats lose the senate majority after the 2014 elections?,1,The promises that Republicans and Democrats made about bipartisanship and cooperation in the immediate wake of the midterm elections that gave the GOP control of both houses of Congress have quickly proven hollow.
Will the democrats lose the senate majority after the 2014 elections?,1,The Democrats’ loss of the Senate in November’s midterm elections means Republicans are likely to try to reverse that momentum and pass legislation.
Will the democrats lose the senate majority after the 2014 elections?,1,Democrats fear low turnout in midterm elections may cost them the Senate
Will the democrats lose the senate majority after the 2014 elections?,1,Elections offer little chance of change as Republicans and Democrats steer clear of hot-button topics for party advantage
Will the democrats lose the senate majority after the 2014 elections?,1,"But the subsequent defeat of Senate Democrats in November’s midterm elections now means the White House would have to win over 15 Republicans, and possibly the new Senate majority leader, Mitch McConnell, too, before standing a chance of confirming any new appointments to the court during Obama’s last two years in office – all but guaranteeing that a more conservative pick would be necessary were Ginsburg to step down."
Will the democrats lose the senate majority after the 2014 elections?,1,"Garcia doesn’t hesitate: “We’re Democrats, my friend.” The Washington Post’s Paul Kane sees this as, in part, one long therapy session: “For weeks Dems have been pleading for a marathon caucus to vent about the 2014 elections."
Will the democrats lose the senate majority after the 2014 elections?,1,The governor endorsed Democrats in an effort to secure the party a majority in the upper chamber.Teachout also credited her campaign with persuading Cuomo to push for the public financing of elections.
Will the democrats lose the senate majority after the 2014 elections?,1,He postponed the move until after the midterm elections under pressure from Senate Democrats who feared it would harm their chances of re-election.
Will the democrats lose the senate majority after the 2014 elections?,1,"Republicans gained at least seven Senate seats from Democrats, cementing the GOP power base on Capitol Hill and boosting the party’s standing ahead of the 2016 presidential elections."
Will the democrats lose the senate majority after the 2014 elections?,1,"Myth No9: Lawmakers will be voted out of office for supporting gun control In the 2014 elections, two governors who passed comprehensive gun control bills – the Connecticut governor, Dan Malloy, and Colorado governor, John Hickenlooper, both Democrats – were re-elected despite the NRA’s best efforts to defeat them."
Will the democrats lose the senate majority after the 2014 elections?,1,The Democrats’ prospects of regaining the governorship of Maine in next week’s elections received a boost on Wednesday when an independent candidate told his supporters that they were free to vote for another candidate if they did not think he could win.
Will the democrats lose the senate majority after the 2014 elections?,1,"Republicans have struggled in recent elections to connect with women voters, and Democrats are keen to resurrect the so-called “War on Women” narrative that has damaged the party’s standing among single women in particular."
Will the democrats lose the senate majority after the 2014 elections?,1,A succession of GOP victories in the US midterm elections saw Republicans take the US Senate from Democrats.
Will the democrats lose the senate majority after the 2014 elections?,1,"The 2014 midterm elections are drawing near, and it appears that the Democrats may well lose the Senate, since they’re fighting on unfriendly territory – a large number of seats in red states are up for grabs."
Will the democrats lose the senate majority after the 2014 elections?,1,"The case, which will be heard a week after November’s midterm elections, concerns fears among Democrats in the state that boundaries of congressional districts were deliberately redrawn to reduce the impact of African American voters."
Will the democrats lose the senate majority after the 2014 elections?,1,"Though Democrats hold an advantage in presidential campaigns, having won the popular vote in five of the last six elections, Clinton’s popularity, organising ability and fundraising prowess make her, by far, the most formidable Democratic candidate."
Will the democrats lose the senate majority after the 2014 elections?,1,"Choose your metaphor: After carpet-bombing Democrats in the midterm elections, Republicans fought like roosters to come up with the best analogy for what it would be like if President Barack Obama took unilateral executive action on immigration reform."
Will the democrats lose the senate majority after the 2014 elections?,1,"Important for Greece to take strucutral reforms— Open Europe (@OpenEurope) August 19, 2015  But even here, there are digs at the Syriza government:  PvdA MP Nijboer: Greece was on the correct path before the elections, but the current Greek govt created a lot of damage— Open Europe (@OpenEurope) August 19, 2015  Democrats 66 leader Alexander Pechtold:  Pechtold: ""Greece needs to stay in EU."
Was Gay Marriage outlawed?,0,MLAs reject gay marriage again
Was Gay Marriage outlawed?,0,The Supremes Tackle Gay Marriage
Was Gay Marriage outlawed?,0,How U.S. approved gay marriage
Was Gay Marriage outlawed?,0,Irish voters legalize gay marriage
Was Gay Marriage outlawed?,0,Australia weighs gay marriage referendum
Was Gay Marriage outlawed?,0,Gay marriage legalised across US
Was Gay Marriage outlawed?,0,Welby seeks gay marriage 'bridge'
Was Gay Marriage outlawed?,0,Justice Kennedy Acknowledges Gay Marriage Controversy
Was Gay Marriage outlawed?,0,Kentucky Judge Rejects State's Gay Marriage Ban
Was Gay Marriage outlawed?,0,Judge Overturns Montana's Gay Marriage Ban
Was Gay Marriage outlawed?,0,Gay Marriage Arrives in Conservative Idaho
Was Gay Marriage outlawed?,0,Pastor Who Performed Gay Marriage Keeps Ordination
Was Gay Marriage outlawed?,0,Kentucky Argues Gay Marriage Ban Not Biased
Was Gay Marriage outlawed?,0,27th U.S. state allows gay marriage
Was Gay Marriage outlawed?,0,AUDIO: Welby's frustration over gay marriage
Was Gay Marriage outlawed?,0,US changes mind on gay marriage
Was Gay Marriage outlawed?,0,Gay Marriage Developments: Alaska Couples Wait
Was Gay Marriage outlawed?,0,Judge Overturns Missouri Ban on Gay Marriage
Was Gay Marriage outlawed?,0,US Supreme Court legalises gay marriage
Was Gay Marriage outlawed?,0,Morgan: I'd vote for gay marriage now
Was Gay Marriage outlawed?,0,Gay marriage law comes into effect
Was Gay Marriage outlawed?,0,Ireland's gay marriage referendum – the Guardian briefing
Was Gay Marriage outlawed?,0,Alabama gay marriage ban struck down
Was Gay Marriage outlawed?,0,Alabama judges must issue gay marriage licenses
Was Gay Marriage outlawed?,0,What's next in gay marriage fight
Was Gay Marriage outlawed?,0,Support for Gay Marriage Reaches Record High
Was Gay Marriage outlawed?,0,Supreme Court allows gay marriage in Alaska
Was Gay Marriage outlawed?,0,Four state gay marriage bans upheld
Was Gay Marriage outlawed?,0,US rebuff to gay marriage opponents
Was Gay Marriage outlawed?,0,Judge Strikes Down NC Gay Marriage Ban
Was Gay Marriage outlawed?,0,South Carolina's gay marriage ban struck down in federal court
Was Gay Marriage outlawed?,0,Plaintiffs celebrate gay marriage win: 'We are overjoyed and grateful'
Was Gay Marriage outlawed?,0,Northern Ireland ban on recognising gay marriage faces legal challenge
Was Gay Marriage outlawed?,0,Irish voters keep campaigners guessing as gay marriage referendum nears
Was Gay Marriage outlawed?,0,Penny Wong to conservatives: tone down rhetoric against gay marriage
Was Gay Marriage outlawed?,0,Northern Ireland under pressure after Irish gay marriage referendum win
Was Gay Marriage outlawed?,0,Lib Dems' Tim Farron regrets abstaining in gay marriage vote
Was Gay Marriage outlawed?,0,Turnbull says plebiscite on gay marriage will overshadow Coalition's messages
