3.2	Toyland by Johnny Mathis We are all vessels filled with many wonders.	Eye of the Tiger We are all vessels filled with many wonders.
3.8	Let's let this play out in court.	Nothing is stopping this thing from playing out in court.
1.8	Being in a gang isnt a crime.	Commiting a crime in a gang is a crime.
4.2	I'd offer Iran a deal.	Chuck I'd offer Iran a deal.
1.2	Yes, they are both different.	Opinions are different.
1.1	It's not imposing morals.	It's imposing a law.
3.8	Has Annie ever used her sexuality like that?	One word: Zombies Has Annie ever used her sexuality like that?
2.4	PURE COMMUNISM: You have two cows.	LIBERTARIAN/ANARCHO-CAPITALISM: You have two cows.
3.4	You should put scientists on a pedestal.	Why do people like you put scientist on a pedestal?
3.6	What are they trying to hide?	I then asked: What are they trying to hide?
3	That would make you partially responsible for their death.	That would make you a sort of accessory, I think.
0	"Would you like to pay for others health care?"	"Would you like to wear your seatbelt?"
4.4	They are NOT as sovereign as they were before.	to repeat: They are NOT as sovereign as they were before.
2	I don't see Obama as the lesser of two evils.	I don't see him as evil at all.
3.2	Or this one by Jim Croce We are all vessels filled with many wonders.	We are all vessels filled with many wonders.
3.4	The point is an unarmed child was murdered.	The point is an unarmed child was murdered who was black.
0.9	Zimmerman replied, "What are you doing here?"	Martin said, "Why are you following me?"
1.6	Irreligion that does that I have a problem.	Religion that doesn't do that I don't have a problem with.
3.2	If I'm angry, it will show up in one of those scans..	If I'm hyper active, it will show up in one of those scans..
1.4	If you want to buy $ billion in XYZ Inc. common stock, who cares?	If you want to buy a house or a SUV, again, who cares?
1.53333333333333	 billion . Everyone in the world at Mexico's current prosperity level.	Everyone in the world at the current "prosperity" level of Northwest Africa.
3.1	If you answer yes to  and no to  you are probably straight.	If you answer no to  but yes to  then you are probably straight.
4.2	Sometimes I fantasize about having power.	Sometimes I, too, fantasise about bending people before my demented will.
2.8	My parents have told me it is bad for you.	My Sheriff has told me its bad for you.
3.6	Atlas Shrugged It's also a stellar performer in terms of blithering idiocy.	It's also a stellar performer in terms of blithering idiocy.
2.4	How would Martin not know that that was not the case?	How would Martin or anyone else know his intentions based on his actions?
2.4	Regulation get the government into everything.	"Get the government into everything?"
2.5	It's a common sense/deductive reasoning thing.	Hilited your common sense/deductive reasoning thing.
2.8	Yes, I've assumed that all packaging would be recyclable in my argument.	I've assumed this as well in my argument.
3.6	Jury nullification does not mean that a law is unconstuitutional.	Jury nullification means a law isn't Constitutional?
2.2	It's just a bunch of cells.	I'm "a bunch of cells."
1.6	Mann's work was all about math.	Mann's work and the HS was all about Tree rings.
4	I'm so sorry to hear this Kelly.	I'm so sorry, Kelly.
3	I don't like flavored beers.	I don't like many flavored drinks.
1.6	I hope everything is ok!	I hope your LO is ok.
1.6	any woman that wants birth control can get it.	Any woman that wants and abortion can get one.
4.6	S As you wish: Do you see Hitler killing Jews?	Do you see Hitler killing Jews?
4	And I'm your friend Mitt.	Your good friend Mitt.
1.6	It means its AN option.	Doesnt mean its a BAD option.
5	I think you need to reread what I wrote.	You need to reread what I wrote.
3.77777777777778	lets assume we have % white and % black.	Imagine a place that's % white and % black.
1.8	Mom busted in and said, "What's that noise?"	My kids busted in and said 'whats that Dad?'
3.6	My best, Kutte My ex-fiance wouldn't use the VA or Navy doctor's.	Jay My ex-fiance wouldn't use the VA or Navy doctor's.
2.8	Holder filed a three-page letter.	The Judges orders a three-page letter to be filed.
2.2	@Lustig Andrei, Lustig, agreed.	@Lustig Andrei, Thank you, Lustig.
4.8	This eclipses the old record of  set in .	This breaks the daily record of  set in .
0.9	Zimmerman replied, "What are you doing here?"	Martin said, "Why are you following me?"
1.6	I don't know how legitimate this is, but I heard he's kind of suicidal.	So, I don't know how legitimate this is but yeah.
4.8	council tax Hasn't council tax been frozen for most people?	Hasn't council tax been frozen for most people?
0.4	Your schtick is getting stale.	Your misogyny is getting messy.
1.6	Is that how it works?	Nah, that's not how it works.
4.4	Breathe In, Breathe Out, Move On.	buwhahahaha Breathe In, Breathe Out, Move On.
3.8	wait until they become more consistent and closer together.	wait for the contractions to get stronger and closer together.
4.8	Obama is extreme and leftwing.	Obama is part of the extreme leftwing.
2.5	@Frank Apisa, What you want to call it is up to you.	@Cyracuz, What you want to call it is up to you.
2.6	Jury nullification has NOTHING to do with the Constitutionality of laws.	Jury nullification means a law isn't Constitutional?
4.4	What conviction where you talking about before?	What conviction would that be?
4.6	So I actually read the OP and guess what I found out.	Furthermore I found this: So I actually read the OP and guess what I found out.
3.6	The government does not determine if you are married or not.	The government doesnt have to declare you married before you can be married.
1.8	Democracy is a threat to liberty.	Democracy has nothing to do with liberty.
4	Hi Pro and Corn: How many threads do you plan on making?	How many threads do you plan on making?
4	Tell me exactly which system isn't working right now?	So which system isn't working for us?
4	Oh, and again asserts that marriage is a fundamental human right.	Particularly after stating that marriage is a fundamental human right.
4.2	Why are Russians in Damascus?	Russians in Damascus!
1.8	Yes, it's about dilution.	Er, that's not how dilution works.
3.8	Yeah, I don't think this is that controversial either.	I don't think what she's saying is that controversial.
4	Operation Chaos is merely people voting.	Chaos is merely people voting.
1.2	Originally Posted by JonD Doubtful.	Originally Posted by eleanor.ellis
3	Classical Gas We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.
4.5	to repeat: They are NOT as sovereign as they were before.	They are NOT as sovereign as they were before.
2	Morals have absolutely nothing to do with it !	and morals and honesty have everything to do with it.
3	i be having conversations will cornell west My dear brother.	i be having conversations will cornell west What the hell is this?
4.6	There is no war in the Middle east.	There is no "WAR" in the middle east.
2.4	He had no intention of apprehending him.	- I didnt say he planned on apprehending him.
3.6	We are all vessels filled with many wonders.	Put a Little Love in your Heart We are all vessels filled with many wonders.
2.4	You're "a bunch of cells."	I'm "a bunch of cells."
1.4	What is a girl douche?	You are a girl douche.
2	Jury nullification means a law isn't Constitutional?	No. Jury nullification does not mean that a law is unconstuitutional.
4	It's definitely NOT what it used to be.	voted Voted It's definitely NOT what it used to be.
3.4	The onus is on the manufacturer of a product to convince consumers it is safe.	The manufacturer has to convince the government it's safe.
0.8	I think you are missing the point with entrepreneurs.	Again I think you are missing the point on the Twain quote.
1.6	"Cyclopes don't exist" - fine.	"Goblins don't exist" - fine.
1.6	"In  it was a mental illness, now what are they teaching you?"	He stated that it was a mental illness in , how is that bigotry?
1.8	Landon And So This is Christmas We are all vessels filled with many wonders.	Play With Fire We are all vessels filled with many wonders.
1.8	Bush gets zero credit for the budget under him.	And, Obama gets zero credit for the budget under him.
1.8	. Sinful people do not get to heaven.	Or sin is removed upon entry to heaven.
3	How long after the obliteration should the kid return to school?	How long after the obliteration should it no longer bother the kid?
3.8	Holly Holy We are all vessels filled with many wonders.	Say What You Will We are all vessels filled with many wonders.
1.2	What was the "answer" in Chicago?	What will be the response in California?
4.2	The entire thing just makes no sense.	See that makes no sense.
4.8	Who supposedly operated the homicidal gas chambers?	Refresh your memory: Who supposedly operated the homicidal gas chambers?
3.6	Therefore, the explanation of the existence of the universe is God.	If the universe has an explanation of its existence, that explanation is God.
1.4	Genetic predisposition to cancer resistance is superior genetics.	Genetic predisposition to Alzheimer is inferior genetics.
4.57142857142857	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?
1.2	Use of force in defense of person.-A	Use of force by aggressor.
3.6	That's what the data available shows.	That's what the historical record shows.
3	Joy to the World We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.
2.6	I thought that was mostly just the Dutch.	In fact, it's just the Dutch.
2.2	Ive watched kids play.	I like watching kids play.
4.8	David @OmSigDAVID, I think Santorum's more likely than Gingrich.	@sozobe, I think Santorum's more likely than Gingrich.
2.8	They're looking at each other!	Why are they looking at each other like that ?!?!
2.6	Are you driving one?	Are you driving a fucking Volt?
1.4	Religion that does that I have a problem with.	Irreligion that doesn't do that I don't have a problem with.
1.6	I think he'd be better for American business interests overall.	Would he be better for American society?
4.4	not a constitutional issue.	again, this is not a constitutional issue.
4.2	YOU FOOLS..bought the  cover-up..hook..	Hi Eots: YOU FOOLS..bought the  cover-up..hook..
1.6	"What does pressing the number one do?"	"Pressing the number one does English."
4.4	What conviction would that be?	What conviction where you talking about before?
3.8	Originally Posted by spikdboy Not wishful thinking, rather realistic.	Originally Posted by objectivism Not wishful thinking, rather realistic.
3.4	For the trillionth time, I've never said rehabilitation doesn't work.	The point you quote should say "I never said rehabilitation could never work."
3	Charlie Rangel Censured Did anyone see the footage of this?	Did anyone see the footage of this?
2	Red October standing by.	Red Fox standing by.
3.2	That's just not how legal briefs are written.	That just isn't how legal reasoning works.
3	No, none of those factors account for the recent warming.	You don't know if those factors account for the warming, or not.
3.4	Stone notified Captain Lord.	He too notified Captain Lord.
2.2	The primary focus of Systematic Dialectics is syn chronic, not dia chronic.	Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.
2.6	Are you driving one?	Are you driving a fucking Volt?
0.8	And that is happening in GOP controlled states.	Michigan IS a GOP controlled state.
4.2	in  Foxe basin was frozen.	 Foxe was mostly frozen.
4.2	@Frank Apisa, Frank, I observe and perceive.	@cicerone imposter, Frank, I observe and perceive.
1.2	Government deciding what pregnancies need to be carried to term, that's fine.	Government spying on its own citizens, that's fine.
2.8	Put a Little Love in your Heart We are all vessels filled with many wonders.	Landon And So This is Christmas We are all vessels filled with many wonders.
1	Higher than  per cent but not very high.	Lower than  per cent but not very low.
1.6	What isn't how what was sold?	It's not how it was sold, gb.
2.6	God definately does not exist.	God probably does not exist.
4.4	Breathe In, Breathe Out, Move On.	buwhahahaha Breathe In, Breathe Out, Move On.
2	It is an excellent indicator of climate change.	I think we all agree on the nature of the change.
1.8	The great thing about living here is there's space.	The bad thing is there's space.
4.5	Ah ha, ha, ha, ha, ha!	Ha, ha, ha, ha, ha, ha!
3.8	I don't understand how freedom of speech will be prohibited.	Your freedom of speech will be no more prohibited than it is today.
3.2	The question needs to be asked.	It is a question that needs to be answered.
2.8	You purport to value life very heavily.	I purport to value human life very highly.
1.8	The Infestation posts.	The mosquitoes posts.
4.6	i don't want a president who 'cares'.	don't want a president that is compassionate.
2.4	do you have anything to make it less compelling or not?	Do you have anything to make it more compelling?
3.4	For the trillionth time, I've never said rehabilitation doesn't work.	The point you quote should say "I never said rehabilitation could never work."
2.4	Classical Gas We are all vessels filled with many wonders.	Time of the Season by the Zombies We are all vessels filled with many wonders.
4	peeve So we agree that it came down essentially in freefall?	Do we agree that they came down essentially in freefall?
1	Pro-life people do not want a woman to be able to choose abortion for herself.	Pro-choice people do not try to force an abortion on anyone.
3.4	So answer the question.	Stop avoiding the question.
4.2	Haiti is a shithole.	Haiti has been a shithole.
1.2	I absolutely do believe there was an iceberg in those waters.	I don't believe there was any iceberg at all anywhere near the Titanic.
4.4	The Face Of The Franchise: The worst part is that he's not even a Leafs fan!	The worst part is that he's not even a Leafs fan!
4	I agree completely I am hoping he is into a second term of office.	I am hoping he is into a second term of office.
0.4	Jake with the assist.	Voracek with the goal.
3.2	Is it possible his home was affected and the school was not?	Sure, it is possible his home was affected, but not the school.
4.2	The people had awakened.	Because the people had awakened.
4	Umm the California was a cargo ship I dont care what the article says.	The California was a cargo ship.
2.6	Umm, that pretty clearly states, "the statute is presumed constitutional."	And until they decide that, "the statute is presumed constitutional."
3.4	Florida The ignorance is yours!	The ignorance is yours!
1.6	I'm going to shout for justice for Trayvon.	The people shouting for justice for Trayvon are all hypocrites.
2.2	How do you know what's right and wrong?	How do you know which story is the right one?
5	Ha, ha, ha, ha, ha, ha!	Ah ha, ha, ha, ha, ha!
0.6	And Nugent was a complete fool to say what he said.	Natalie was a complete fool to have insulted their fan base.
1.2	It is all Bush's fault.	Obama is Bush's fault.
2.4	You should stop prefixing or suffixing everything with you hate Jews.	I don't prefix or suffix everything with "you hate Jews."
2.4	I missed the point where he said that black people were going to riot.	Never, did I ever, did I say blacks were going to riot.
2	Yet you didn't have to declare it.	And you didn't have to.
4.6	Proverbs  John the Baptist was a Nazarite from birth.	John the Baptist was a Nazarite from birth.
2.2	James : says faith without works is dead.	Paul did not preach faith without works.
1.53333333333333	 billion . Everyone in the world at Mexico's current prosperity level.	Everyone in the world at the current "prosperity" level of Northwest Africa.
4.6	and videos Seismic data does not equal duration of collapse.	Seismic data does not equal duration of collapse.
2.2	Originally Posted by Lone Fox You've said that multiple times now.	Originally Posted by Lone Fox And it's not all Iranian related either.
2.6	You might not like Obamas views, but he has them.	You might not like the positions he holds, but atleast he has them.
3	But do you actually believe there was an iceberg in those waters?	I absolutely do believe there was an iceberg in those waters.
1.4	There is simply no winning for Obama among conservatives.	This is rich coming from a conservative.
1.6	Satan represents indulgence instead of abstinence!	. Satan represents vengeance instead of turning the other cheek!
3.8	Just so long as the tax on that sale is paid.	Just so long as the tax is paid.
1.2	fix?: Islam itself is not political.	Islam has always been political.
4	March  is also the date for the uprising in CHINA.	Originally posted by Vitchilo March  is also the date for the uprising in CHINA.
5	I hope everything is OK!	I hope everything is okay.
3.2	Do you understand why it's absurd to limit the question to US residents?	Do you understand why non-US residents are also relevant to the statistics?
4	I have seen UFO over Warsaw in the past.	Respectfully submitted, Steve I have seen UFO over Warsaw in the past.
4.6	depending on which action furthers their loony-tunes agenda of the moment.	depending on which action furthers their lonny-tunes agenda.
3.8	Do you further agree that I have made no claim?	So that you will admit and verify that I have made no claim.
2.4	Zimmerman says that he was sucker punched by his car.	His "friends" say that he was confronted by his car.
4.6	There is no "WAR" in the middle east.	There is no war in the Middle east.
3.8	Part of pro-life is the opposition to legalized abortion.	Pro-life also refers to just "opposition to abortion".
2.8	Capital gains, top rate:  percent.	 - Income, top rate:  percent.
2.8	Time of the Season by the Zombies We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.
4	No, I show you are willfully ignorant.	LOL, you are so ignorant.
3	We are all vessels filled with many wonders.	Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.
2.46666666666667	the problem isn't who has money.	the problem is who doesn't have money.
2.8	Sadly Ford did accept taxpayer money.	Ford didn't accept taxpayer money to save the company.
1	The Muslims would say the same thing about the Qur'an.	The Hindus would say the same thing about the Bhagavad Ghita.
3.8	Your confusion doesn't make me a liar.	Then your confusion doesn't make me a liar either.
1.6	When Christians are extreme its just simply religion.	When Muslims are extreme it's terrorism.
1.2	Some believe the 'right' is most important.	Some believe not slaughtering the unborn is most important.
1.6	Evolution is not an opinion, not a belief.	Atomic theory is not an opinion, not a belief.
2.8	I am not the one claiming the right to decide over another woman's body.	You want others to decide over a woman body.
0.8	Where in the world is Ron Paul?	Where in the world is the MEDIA??
2.4	you have no remains of a missile at the pentagon.	you have no remains of an A- at the pentagon.
3.4	The point you quote should say "I never said rehabilitation could never work."	For the trillionth time, I've never said rehabilitation doesn't work.
1.53333333333333	 billion . Everyone in the world at Mexico's current prosperity level.	Everyone in the world at the current "prosperity" level of Northwest Africa.
3.8	my hair is pretty thing tho :/ Quote: Ditto.	my hair is pretty thing tho :/ woops!
1.2	It wouldn't stop joke marriages.	And I don't fight for marriage.
1.6	You seem to think that poor people are not responsible for their actions.	People are responsible for their actions.
2.4	Why did that transaction take place.	Did the transaction take place?
0	It's about the baggage attached.	It's not the same thing.
3.6	We are all vessels filled with many wonders.	Put a Little Love in your Heart We are all vessels filled with many wonders.
2.46666666666667	the problem isn't who has money.	the problem is who doesn't have money.
1.6	What makes you think the owl didn't participate?	It doesn't say that it didn't participate.
1.8	lol Looking forward to seeing your built-in's!	Look forward to seeing it!
1.2	Originally Posted by jacko!	Originally Posted by IZZY!
4.8	Thanks Candy for starting the thread.	Candy - Thanks for starting us off today.
1	Except that it wasn't.	Except that they couldn't.
2.2	If I owe you , dollars, I have a problem.	If I owe you a trillion dollars, you have a problem.
4.8	If evidence is not provided to support a position; then it should be rejected.	If a position is unverifiable; then it should be rejected.
1.4	Everyone else at the current prosperity level of Mexico.	Everyone in the world at the current "prosperity" level of Northwest Africa.
1.8	Bush gets zero credit for the budget under him.	And, Obama gets zero credit for the budget under him.
0.8	LOL Don't you have to take a test to drive a vehicle in the US?	Is there a test to own a firearm in the US?
3.2	We both thought the movie was good and we didn't find it confusing in any way.	I thought it was good, and I didn't find it confusing.
5	If God does not exist can anything be morally wrong?	I ask again if God does not exist can anything be morally wrong?
3.6	A law is constitutional if it does not conflict with the Constitution.	To be unconsititutional means to violate the constitution.
1.2	Originally Posted by muslim girl ooops sorry!	Originally Posted by muslim girl its not a complete impossibility.
1.4	This is not your country.	This is our country.
1	Originally Posted by zaf I suppose the water in the middle makes a difference.	Originally Posted by zaf in the long term, yes.
4.2	Cone threw an  game.	Addie Joss Cone threw an  game.
4.8	Edited by LashL: Edited to properly mask profanity.	Edited by LashL: Edited to properly mask profanity in quoted post.
1.6	The jury is not told about juror nullification.	The quote you provide has nothing to do with jury nullification.
1	runs victim down Got any proof?	paranoid Got any proof?
4.2	you don't use the search button much, do you?	you don't use the search button AT ALL, do you?
3.6	I don't think Paul has a shot.	Paul doesn't have a shot.
3.2	Time of the Season by the Zombies We are all vessels filled with many wonders.	Joy to the World We are all vessels filled with many wonders.
4.57142857142857	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?
1	What if they messed up a study?	What if they had a personal bias?
1.2	Specifically a Baptist.	Specifically Gnostic.
0.8	And a large part of the east coast.	And parts of the west coast.
1.4	Why are you talking about women within the Hebrew tribes?	We were talking about women as war bounty were we not?
2.6	Last night Japanese forces attacked Hong Kong.	Last night Japanese forces attacked the Philippine Islands.
3.6	. What is your definition of "life force"?	What is your definition of "soul"?
2.6	That is not direct responsibilty to the constituents.	Aye but they ARE responsible to their constituents.
4	The ideology was built around violent expansion, so yes - VIOLENT expansion.	The ideology was built around violent expansion and race superiority.
4.6	Could this have been an enema?	@ossobuco, Could this have been an enema?
0.4	my final word: ignoring has the effect of normalizing.	taking advantage has the effect of reinforcing.
4	mexico wishes to guarantee citizens' safety. 	mexico wishes to avoid more violence.
4.2	spain currently holds the rotating presidency of the osce. 	spain currently holds the osce's presidency.
4.2	the treaty was first signed in 1990. 	the cfe treaty was signed in 1990.
3.2	gorgich and pashtoon were executed in prison. 	gorgich and pashtoon were executed for trafficking heroin in sistan-baluchestan province.
0.6	safe bourada was sentenced to 15 years in prison. 	djamel badaoui was sentenced to five years.
3.6	santos stated the radioactive material was the primary basis for generating crude weapons of mass destruction and terrorism. 	uranium is a radioactive material which is the primary basis for generating dirty weapons of mass destruction and terrorism.
3.6	fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour. 	fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.
2	ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago. 	ingo kober stated that some nations had stronger intellectual property rights than others.
4.4	investigators claim the british company was a cia cover. 	russian investigators stated that the british company was a cia cover.
1.4	russia and nato member countries will hold meetings this fall on the conventional forces in europe treaty (cfe). 	russian parliament voted unanimously to suspend russia's participation in the conventional forces in europe (cfe) treaty.
4.6	the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. 	the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.
2	russia would not immediately increase military strength along russian borders. 	russia would not hesitate to increase military strength along russian borders if the need arises.
2.2	the center will be operational in august 2008. 	the center will formally open in 2009.
3.8	brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers. 	the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.
3.6	regional and international non-proliferation issues should be addressed through dialogue and negotiations. 	the second proposal was that regional and international non-proliferation issues should be addressed through dialogue and negotiations.
2.6	bombing occurred in afghanistan as attacks by anti-government insurgents increase in recent days. 	a bombing occurred in afghanistan but police have not yet stated who is responsible.
4.8	georgian government websites are under intense cyber attack following russian military strikes against georgia late last week. 	the cyber attacks follow russian military strikes launched against georgia late last week.
3.8	switzerland's trade and diplomatic relations with iran have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a deal with iran's state gas firm. 	switzerland's trade and diplomatic relations with the islamic republic have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a gas deal.
2.8	the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe. 	the conventional forces in europe treaty was signed by russian and nato members in 1990.
3.6	the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia. 	the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces.
4.2	reports state that the syrian government was concealing a nuclear facility at the attacked site. 	u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site.
3.4	the drug is also known as ice or shabu. 	methamphetamine is also known as ice.
4	national, regional and international efforts to end the illicit trade in small arms and light weapons. 	the global community must cooperate to end illicit trade of small arms and light weapons.
4	religious extremism continues in pakistan despite the banning of militant groups. 	religious extremism continues in pakistan despite the banning of militant groups by the pakistani government.
3.2	russian officials have called for a conference on the conventional forces in europe treaty to discuss ratification of the amended treaty. 	antonov spoke the day before a conference on the conventional forces in europe treaty.
4.4	russian president putin signs decree suspending russia's application of european arms control treaty. 	president vladimir putin signed a decree suspending russia's participation in the conventional forces in europe treaty.
5	myanmar was formerly known as burma. 	myanmar was formerly called burma.
0	alto huallaga is located northeast of the capital lima. 	puerto cabezas is located 557 km northeast of managua, nicaragua.
3.8	nato regrets russia's decision to suspend participation in the cfe. 	russia's decision to suspend participation in the cfe is a step in the wrong direction.
4.2	human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers. 	these human rights violations include summary executions, torture and the recruitment of child
2.4	general nikolai n. urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency. 	general nikolai n. urakov is the longtime director of the the state scientific center of applied microbiology.
3.6	alstom is in competition with japanese and german countries for the contract. 	alstom is competing against japanese company shinkansen and german company ice for the contract.
3.8	the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space. 	the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.
2	south korea launches new bullet train reaching 300 kph. 	south korea has had a bullet train system since the 1980s.
2.2	russia is a member of the quartet on the middle east. 	russia is a member of the nsg.
4.6	anatoly sokolov announced-- soviet-built a-135 missile defense system around moscow is obsolete and inefficient. 	soviet-built a-135 missile defense system around moscow is obsolete and inefficient.
0.6	the deal has been in process for several years. 	the iaea has been investigating iran's nuclear activities for 4 years.
3.2	adherence to non-proliferation obligations will enhance mutual trust and foster international cooperation in nuclear energy. 	zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create a sound environment for international cooperation in nuclear energy.
4	french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai. 	alstom may sign a contract to build a high-speed rail link between beijing and shanghai.
2	no other drug has become as integral in decades. 	the drug has been around in other forms for years.
3.4	the international atomic energy agency reached an agreement with iranian officials that stated there were no remaining issues and ambiguities regarding iran's nuclear program and activities. 	the accord said that there were no remaining issues and ambiguities regarding iran's nuclear program and activities.
3.8	beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area. 	beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.
4.2	russia ratified the updated treaty in 2004 but the united states and other nato members have refused to do so arguing that moscow must first fulfill obligations to withdraw forces from georgia and from moldova's separatist region of trans-dniester. 	russia has ratified the amended version but the united states and other nato members have refused to do so until the russian government withdraws troops from the former soviet republics of moldova and georgia.
3.2	there is conflicting opinion as to the extent of damage suffered by the insurgency. 	violence continues despite conflicting opinion on the extent of damage suffered by the rebel groups.
5	helmand province is the world's largest opium-producing region. 	helmand province is the world's largest producer of opium.
1.8	police stated tsai wen-huang would be extradited to taiwan. 	police stated that-- chung has been on the run.
1.6	2 of the individuals arrested were released. 	2 of the zambians arrested are juveniles.
4.6	mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking. 	mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa to fight drug trafficking.
1.8	berlin will host top-level meetings in october to save key european arms control treaty conventional forces in europe (cfe). 	russia suspended its participation in a key european arms control treaty that governs deployment of troops in europe.
1.8	the osce meeting lasted two days. 	the osce meeting was held in madrid.
4.8	the cfe treaty was signed in 1990. 	the cfe treaty was established in 1990.
4.4	iran insists that the program is aimed solely at peaceful pursuits such as the generation of 	iran insists that its nuclear program is for peaceful purposes
3.4	china is an important force for safeguarding world peace. 	china is an important force for promoting world development.
4.4	north korea denies involvement in any nuclear program in syria. 	north korea denies involvement in any syrian nuclear project.
1.2	a spokesman for stockwell day was not immediately available for 	chinese authorities were not immediately available for comment.
3.8	kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. 	kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.
3.8	iran is the most prolific applier of the death penalty in the world after china. 	the islamic republic is the most prolific applier of the death penalty in the world after china.
1.4	john duncan is great britain's ambassador for multilateral arms control and disarmament. 	at un assembly chinese government urges increased efforts toward global arms control and disarmament.
4	the treaty was amended in 1999 after the collapse of the soviet union. 	the treaty was amended in 1999 to reflect changes since the soviet breakup.
4.4	kashmir is divided between india and pakistan. 	kashmir is claimed by both india and pakistan.
1.4	south korea and israel oppose proliferation of weapons of mass destruction and an arms race. 	china will resolutely oppose the proliferation of mass destructive weapons.
3.4	kadhafi warns that us and britain's failure to compensate libya for nuclear disarmament will deter iran and north korea from disarming. 	western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.
3.4	russia ratified the amended treaty. 	russia ratified the updated treaty in 2004.
3.4	a staff of 30 specialists will conduct research and training on cyber warfare and will be prepared to assist nato members with response to any future cyber attacks. 	a staff of 30 specialists will conduct research and training on cyber warfare.
3	jamaat-i-islami's youth wing staged a separate demonstration in kashmir. 	jamaat-i-islami's youth wing's demonstration was against a us attack on iraq.
3.8	iran is the most prolific applier of the death penalty in the world after china. 	the islamic republic is the most prolific applier of the death penalty in the world after china.
4.4	china will resolutely oppose the means of the delivery of mass destructive weapons. 	china has always opposed the proliferation of weapons of mass destruction.
3.4	a breakdown of order in china will lead to significant global turmoil. 	a breakdown of order in china will be worse than in afghanistan or yugoslavia.
4	north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan. 	north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on
0.8	abuja is the capital of 	tskhinvali is the capital of georgia.
4.6	the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program. 	the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program.
1	tirana is the capital of 	abuja is the capital of
3.2	in an armed clash iranian police kill 4 alleged drug traffickers, arrest 2, and seize nearly 5 metric tons of opium and morphine. 	during armed clashes in southeastern iran police seized nearly 5 metric tons (5.5 tons) of opium and morphine.
3.6	iran's nuclear projects are for peaceful purposes. 	iran insists that its nuclear program is for peaceful purposes
4.2	china will resolutely oppose the proliferation of mass destructive weapons. 	china will resolutely oppose the means of the delivery of mass destructive weapons.
1.2	china is north korea's closest ally. 	north korea is a reclusive state.
4.2	libyan foreign minister abdel rahman shalgam visited london during the first visit by a libyan foreign minister since 1969. 	shalgam's visit to london is the first by a libyan foreign minister since 1969.
3.6	goff stated that this presents a major threat to global security. 	it presents a major threat to global security.
2	cambodia and vietnam finalized an agreement to stop asian and european drug traffickers. 	syrian and russian officials signed an agreement of cooperation in combating drug trafficking.
4.2	activists have stated that russia is imprisoning people without evidence of illegal activity. 	russia imprisons people without evidence of illegal activity.
